latitude	longitude	altitude	name
37.78862768	-121.5994674	45.4	368
37.51166244	-121.8821136	688.7	369
37.76117241	-121.6676565	292.9	370
37.70735698	-121.74571	165.6	371
37.65984686	-121.5585791	427.1	372
37.74418324	-121.5580223	72.3	373
37.6694938	-121.7203269	187	374
37.67808832	-121.632612	550.1	375
37.48490388	-121.6467782	1017.7	376
37.61128072	-122.009815	91	377
37.73494426	-122.0052045	351.2	378
37.74772345	-121.8145977	251.1	379
37.72137261	-122.0056034	257.7	380
37.63705653	-121.8050168	181.2	381
37.69090743	-121.7849682	136.6	382
37.71401499	-121.8088753	189	383
37.60967466	-121.9692667	365.8	384
37.48709589	-121.7995548	449.7	385
37.71911587	-122.0330285	191.2	386
37.65650756	-121.7999878	133.1	387
37.72175974	-121.6771011	265.7	388
37.69946941	-122.0286126	125.6	389
37.70219205	-121.7801466	174.8	390
37.63136191	-121.6805927	341.8	391
37.50402149	-121.8330063	283.3	392
37.71805511	-121.8299424	193.4	393
37.71706718	-121.9490259	188.5	394
37.76880671	-122.0921624	162.2	395
37.56623211	-121.8758964	80.8	396
37.6643512	-121.683496	231.5	397
37.79370428	-122.0834834	239.3	398
37.6690397	-121.7897779	138	399
37.72390437	-121.6806198	248.4	400
37.61902983	-121.8143867	304.8	401
37.76718036	-122.0847017	157.1	402
37.64013588	-121.8207281	168.7	403
37.72414687	-122.0091817	303.7	404
37.55901178	-121.9048118	254.5	405
37.73748671	-121.7218226	173.9	406
37.75170625	-121.8060786	242.4	407
37.72450576	-122.070814	152.8	408
37.68939688	-121.9361309	150.6	409
37.70802033	-122.0554168	79.3	410
37.64769733	-121.605058	418.4	411
37.55993539	-121.6901048	400.9	412
37.74823811	-121.7998103	216	413
37.64275416	-121.646742	339.9	414
37.48932944	-121.5584231	1080.1	415
37.53097531	-121.5803405	914.8	416
37.56646406	-121.8083273	261.1	417
37.75645422	-122.0156991	359.4	418
37.70405645	-121.9804605	294.3	419
37.66510607	-121.990366	235.7	420
37.60508567	-122.0139688	60.5	421
37.58945964	-121.9815486	206.6	422
37.63450359	-121.9776095	496.9	423
37.57465795	-121.8554645	89.3	424
37.75274708	-122.0639456	274.4	425
37.56075265	-121.91163	228.3	426
37.69994331	-121.749279	177.4	427
37.73664392	-121.8755861	162.3	428
37.62566876	-121.6719879	457.2	429
37.71829679	-121.5593868	153.5	430
37.62520526	-121.8131971	282.6	431
37.73117835	-122.0432943	264.5	432
37.71554261	-121.8752687	116.2	433
37.71832847	-121.9894294	339.4	434
37.60131996	-121.6931478	334.6	435
37.62760227	-121.7624601	188.5	436
37.57762181	-121.9209346	321.6	437
37.78709574	-122.0968031	162	438
37.66524303	-121.9599971	398.2	439
37.60850923	-121.7776467	299.4	440
37.72263958	-122.0282175	232.3	441
37.70194167	-121.7928941	135.3	442
37.63979027	-121.7662298	158.7	443
37.57256204	-121.731855	432.3	444
37.49542689	-121.7552489	422.2	445
37.75686425	-122.0249233	213.7	446
37.49663952	-121.7721458	312.7	447
37.75301779	-121.6068856	123.8	448
37.49171346	-121.7553907	410.3	449
37.52598322	-121.9060839	256.7	450
37.67284485	-121.7816599	144.8	451
37.55436452	-121.8870485	176.1	452
37.59082601	-121.8560219	133.2	453
37.577365	-121.855528	90.1	454
37.53284731	-121.8028449	598.4	455
37.62521112	-122.021105	176.4	456
37.66514153	-121.6492644	366	457
37.68243003	-121.8194937	94.4	458
37.64769873	-121.9444256	528	459
37.61538013	-121.9696271	402.7	460
37.78359111	-121.5995461	75	461
37.79889072	-122.1102924	185.6	462
37.7967105	-122.0477964	496	463
37.56928491	-121.9325155	224.8	464
37.64105175	-121.6805056	282.1	465
37.55547592	-121.8870867	162.9	466
37.61732162	-121.976333	417.8	467
37.71510931	-121.9616161	239	468
37.60115431	-121.8662943	94.7	469
37.70924747	-121.9503397	175	470
37.62723157	-121.8157541	267.1	471
37.68590226	-121.6831734	219.9	472
37.76752286	-121.6797536	224.1	473
37.6084265	-121.8911739	201.8	474
37.74020707	-121.866346	189.8	475
37.64142648	-122.0225897	203.1	476
37.79278384	-122.1024144	221.1	477
37.59852662	-121.7453381	477.4	478
37.73879453	-122.0106237	358.5	479
37.80013222	-122.1282298	184.7	480
37.49679067	-121.8867157	423.9	481
37.58623265	-121.8557334	151.8	482
37.70287799	-121.8284848	119.1	483
37.53447303	-121.5671142	742.6	484
37.50761793	-121.854864	625.5	485
37.77826062	-122.1009807	196.3	486
37.60470959	-121.8251301	188.5	487
37.66388891	-121.9617017	447.4	488
37.63542538	-121.7763725	150.2	489
37.65860422	-121.9941003	282.2	490
37.58453256	-121.9716202	199.4	491
37.75656554	-121.6669994	338.1	492
37.79720584	-122.1098633	258.5	493
37.50166652	-121.4891412	924.6	494
37.56240539	-121.7760225	348.7	495
37.67800337	-122.0052774	198.1	496
37.75025011	-122.015168	379.3	497
37.72644072	-121.8656896	169.8	498
37.65920359	-121.8093639	132.8	499
37.7078746	-121.7117375	168.7	500
37.64483863	-121.6310625	378.2	501
37.69167166	-122.0147908	188.4	502
37.63902982	-121.5802771	258.9	503
37.62342674	-121.754032	194.6	504
37.58092445	-121.8146761	163.3	505
37.76791232	-121.7464542	349	506
37.63688281	-121.5895517	322.5	507
37.50202727	-121.8913858	377.2	508
37.65991811	-121.5767093	483.8	509
37.70314141	-121.8389897	116.8	510
37.53563763	-121.8900215	268.5	511
37.50288225	-121.7157533	1038.5	512
37.59575477	-121.7728536	277.6	513
37.66153957	-121.7070747	207	514
37.69995456	-121.9748014	267.6	515
37.60082759	-121.9393574	138.9	516
37.59547122	-121.9170627	65.5	517
37.5725761	-121.9193922	317	518
37.75521175	-121.6515747	360.3	519
37.55430881	-121.915257	157.9	520
37.54191339	-121.9187298	178.6	521
37.6868	-121.7457673	170.4	522
37.7868214	-122.099136	192.5	523
37.67652922	-121.9192941	115.3	524
37.80070448	-122.0992859	252.9	525
37.6339383	-121.7550822	156.3	526
37.73553272	-121.5741643	119.5	527
37.66668584	-121.8418561	112.3	528
37.65881785	-121.8280643	129.2	529
37.5988049	-121.9201023	76.8	530
37.6815241	-121.8328868	114.2	531
37.63718612	-121.5841726	282.3	532
37.5634967	-121.8576524	235.6	533
37.62734045	-121.9792077	388.5	534
37.60157343	-121.960813	314.1	535
37.73159447	-122.0354225	127.9	536
37.48865493	-121.5693479	1097.6	537
37.63932088	-121.7996043	160.3	538
37.73602828	-122.0290276	151.4	539
37.61600001	-121.6974918	262.8	540
37.59530845	-121.9017694	69.4	541
37.76601119	-121.6921361	347.2	542
37.56036861	-121.8989272	189.8	543
37.77094485	-121.5803331	70.2	544
37.78749704	-122.0581106	289.2	545
37.68187343	-121.8979798	99	546
37.56845038	-121.8875226	96.4	547
37.62117584	-121.8051852	301.4	548
37.61927083	-121.7542589	185.7	549
37.77701347	-121.6976816	268.4	550
37.70679544	-121.9899309	245.7	551
37.52848505	-121.6572643	601.7	552
37.63077622	-121.6292698	548.1	553
37.6756519	-121.5629114	424.7	554
37.51827203	-121.8280361	180.1	555
37.66331528	-121.6560688	301.1	556
37.59336303	-121.9466944	181.1	557
37.77926958	-122.1096899	217.2	558
37.73867108	-121.8406708	207	559
37.65568145	-121.6258772	522	560
37.77670168	-121.5864961	61.9	561
37.6588271	-121.6382045	464.9	562
37.67000926	-121.8200137	105.7	563
37.4907652	-121.4732629	1013.9	564
37.65212468	-121.9822464	227.9	565
37.62627554	-121.9277807	581.2	566
37.67403038	-121.6972393	236.5	567
37.4885855	-121.8870985	426.2	568
37.56284889	-121.8239703	254.9	569
37.56106399	-121.8698022	85.2	570
37.70909016	-121.9879596	287.9	571
37.51322518	-121.546354	788.4	572
37.65781846	-121.6059521	514.9	573
37.51520989	-121.8847083	678.1	574
37.64885573	-121.6340449	444.2	575
37.69886295	-122.0211889	106.9	576
37.69149158	-121.643484	387	577
37.52263997	-121.5188884	859.9	578
37.73990522	-121.6929259	374	579
37.54733039	-121.6277555	887.2	580
37.56223452	-121.8502861	256.2	581
37.59191687	-121.8612837	128.7	582
37.51184763	-121.5022214	857.4	583
37.79868953	-122.0879239	246.9	584
37.53110015	-121.7785544	666.1	585
37.66455346	-122.0220732	211.8	586
37.71505489	-121.9995974	280.8	587
37.54720928	-121.6713035	396.8	588
37.54581133	-121.9066689	300.9	589
37.62414661	-121.5611921	429.6	590
37.48652144	-121.5330944	769.5	591
37.61517287	-121.9150118	550.6	592
37.65219883	-121.6647432	274.5	593
37.52347391	-121.8709566	456.9	594
37.77105929	-121.6990294	330.2	595
37.68002008	-122.0259624	183.8	596
37.67329666	-121.6813749	320.9	597
37.66330991	-121.632707	505.1	598
37.71909998	-121.9173446	114.6	599
37.62848301	-121.5871025	437.6	600
37.49919478	-121.8237186	264.1	601
37.50712882	-121.5140169	817.3	602
37.57349815	-121.9469082	257.8	603
37.60110662	-121.6789834	391.5	604
37.5773403	-121.6857361	271.3	605
37.5655297	-121.9450738	191.4	606
37.73913425	-122.1138327	101.2	607
37.52363615	-121.8885742	430.1	608
37.75257332	-121.6955582	331.3	609
37.76747083	-121.5735224	57.5	610
37.56515202	-121.8986147	160.3	611
37.7086308	-122.0477576	140.3	612
37.6391898	-121.5592327	280.3	613
37.68425814	-121.9243183	114	614
37.53114663	-121.8794059	417.2	615
37.70904703	-122.024429	195.4	616
37.76014618	-121.6013234	87.9	617
37.58698549	-121.9032264	182.3	618
37.70089563	-121.9724825	319.3	619
37.62468034	-121.7772773	233	620
37.77043604	-121.7237584	319.7	621
37.75818078	-121.7892285	225	622
37.58578636	-121.7700762	233.4	623
37.55088014	-121.8508165	217.1	624
37.60572395	-121.8581982	127.7	625
37.63013603	-122.0220813	174.1	626
37.74538283	-122.018558	271.2	627
37.54366817	-121.8565055	116.1	628
37.49733139	-121.6834905	1120.1	629
37.56850344	-121.7386437	549.3	630
37.50717205	-121.5567337	958.1	631
37.55143937	-121.6365224	944.1	632
37.54404561	-121.591372	923.2	633
37.69696003	-121.7683654	157.4	634
37.6122384	-121.7281309	268.3	635
37.56239945	-121.8310788	171.9	636
37.71846643	-121.8024884	209.7	637
37.57161661	-121.7847738	282	638
37.57639452	-121.7500575	362.6	639
37.57029687	-121.8798629	78.1	640
37.67782315	-121.6087912	499.8	641
37.70623738	-121.7816823	144.8	642
37.52387028	-121.8354013	360.8	643
37.50767584	-121.5985711	936.8	644
37.56932435	-121.8750508	97.2	645
37.56949186	-121.8598637	212.1	646
37.7613716	-121.565456	52.7	647
37.74984479	-121.7080898	193.6	648
37.58532534	-121.7845631	163	649
37.49472879	-121.4960493	783	650
37.65520098	-121.7375116	224.8	651
37.68716342	-121.9465945	208	652
37.62802112	-122.0325427	119.4	653
37.68152379	-121.8417173	100.4	654
37.73570056	-122.0477118	227.9	655
37.58474196	-121.9455927	314	656
37.78562059	-121.6617218	227.4	657
37.48880597	-121.9250497	24.4	658
37.72241962	-121.9764093	312.8	659
37.74203814	-122.0256025	186.3	660
37.50596593	-121.8387214	406.1	661
37.66003362	-121.6354954	508.1	662
37.54933581	-121.6856719	661	663
37.70973056	-121.750002	153	664
37.76448766	-121.7652171	235.1	665
37.70078393	-121.8036107	127.3	666
37.69772384	-121.9641656	197.9	667
37.61712058	-121.9247396	567.8	668
37.71500641	-122.1111435	175.2	669
37.48432124	-121.6207752	651.1	670
37.52575222	-121.8286971	352.7	671
37.62514929	-121.8581566	159.6	672
37.64144181	-121.7837103	140.6	673
37.6459639	-121.6010908	392.9	674
37.64852166	-121.5997617	348	675
37.72684227	-121.917835	149.8	676
37.77320792	-122.0933457	277.2	677
37.53185766	-121.8987864	383.1	678
37.59749302	-121.7397098	427.1	679
37.70781867	-121.96193	219.2	680
37.64166223	-121.9444331	493.6	681
37.66141741	-121.9461214	395.1	682
37.7456084	-121.7325851	209.7	683
37.65942935	-121.9734595	411.3	684
37.76591898	-122.0360425	234.1	685
37.66520811	-121.6731656	250.7	686
37.6130542	-121.7067808	389.1	687
37.66200542	-122.0252641	308.8	688
37.70868791	-121.5588774	116.8	689
37.7115453	-122.0442197	180.8	690
37.53104256	-121.8108549	514.4	691
37.68332817	-121.9762286	275.9	692
37.583879	-121.7856195	166	693
37.68434112	-121.7460721	163.8	694
37.71904693	-121.5841572	158.5	695
37.79215976	-121.6183326	56.6	696
37.7881891	-122.0809685	244.7	697
37.69980881	-121.6160447	335.4	698
37.77102106	-121.5925425	90.1	699
37.52800041	-121.7989287	629.6	700
37.6427324	-121.6017943	334.8	701
37.66858829	-121.6512054	336.2	702
37.73509496	-122.1072979	139.9	703
37.65467597	-121.5612456	375.3	704
37.57995814	-121.7834006	222.1	705
37.73814766	-122.0169045	198	706
37.48955363	-121.7474485	372.3	707
37.75875461	-121.7673415	199.9	708
37.73123239	-121.7401904	159.9	709
37.75762377	-121.5610844	60.4	710
37.75682413	-122.0197347	318.2	711
37.7835859	-121.5822678	33.4	712
37.63815207	-121.7318533	264.5	713
37.54707021	-121.825771	277	714
37.64269676	-122.0362549	253.1	715
37.71437046	-121.6050034	233.1	716
37.71133741	-121.6264432	312.3	717
37.76416863	-121.6790806	252.4	718
37.48329748	-121.8961579	221.7	719
37.52256906	-121.8223821	274.4	720
37.68368198	-121.7872548	137	721
37.6420157	-121.8741624	121.2	722
37.52044021	-121.7485486	807.7	723
37.6863479	-122.0097407	208.9	724
37.58019212	-121.9124418	298.8	725
37.64425134	-121.7664007	174	726
37.77030977	-121.6460095	149.8	727
37.68532428	-121.6231604	507.9	728
37.49371191	-121.5618912	1087	729
37.52658808	-121.8816774	438.7	730
37.62161145	-121.7443742	229.5	731
37.63423342	-121.7132047	228.1	732
37.72948256	-121.8615782	165.7	733
37.70640461	-121.6893555	229.1	734
37.5517669	-121.9394775	37.3	735
37.77151072	-122.0732903	299.4	736
37.50446356	-121.5238526	831.4	737
37.55146037	-121.9224144	170.3	738
37.72333596	-122.1126007	104.3	739
37.68632334	-121.9774244	279.3	740
37.60571836	-121.9299152	237.5	741
37.61908805	-122.0267187	113.4	742
37.58641081	-121.7808495	191.1	743
37.76692241	-122.112123	282.4	744
37.52977253	-121.7858063	710.4	745
37.77151144	-122.0065667	276.5	746
