type	latitude	longitude	altitude (m)	name
W	39.174977399	-120.959413449	779.6	8955
W	39.174977399	-120.918090946	836.5	8956
W	39.174977399	-120.876768443	802.1	8957
W	39.174977399	-120.835445939	1054.1	8958
W	39.174977399	-120.794123436	615.2	8959
W	39.174977399	-120.752800933	1110.0	8960
W	39.174977399	-120.711478430	1042.7	8961
W	39.174977399	-120.670155927	1590.6	8962
W	39.174977399	-120.628833424	1629.9	8963
W	39.174977399	-120.587510921	1631.5	8964
W	39.174977399	-120.546188418	1924.0	8965
W	39.174977399	-120.504865915	1975.9	8966
W	39.174977399	-120.463543412	1980.2	8967
W	39.174977399	-120.422220909	2078.1	8968
W	39.174977399	-120.380898406	1698.2	8969
W	39.174977399	-120.339575903	2388.0	8970
W	39.174977399	-120.298253400	2504.5	8971
W	39.174977399	-120.256930897	2276.2	8972
W	39.174977399	-120.215608393	2095.6	8973
W	39.174977399	-120.174285890	2185.2	8974
W	39.174977399	-120.132963387	1898.6	8975
W	39.174977399	-120.091640884	1897.6	8976
W	39.174977399	-120.050318381	1897.6	8977
W	39.174977399	-120.008995878	1897.6	8978
W	39.142936053	-123.728021154	56.2	8979
W	39.142936053	-123.686698651	313.4	8980
W	39.142936053	-123.645376148	276.5	8981
W	39.142936053	-123.604053645	131.3	8982
W	39.142936053	-123.562731142	54.8	8983
W	39.142936053	-123.521408639	154.0	8984
W	39.142936053	-123.480086136	318.7	8985
W	39.142936053	-123.438763633	273.6	8986
W	39.142936053	-123.397441130	299.9	8987
W	39.142936053	-123.356118627	360.1	8988
W	39.142936053	-123.314796124	944.2	8989
W	39.142936053	-123.273473621	534.9	8990
W	39.142936053	-123.232151118	571.1	8991
W	39.142936053	-123.190828614	179.3	8992
W	39.142936053	-123.149506111	277.8	8993
W	39.142936053	-123.108183608	615.4	8994
W	39.142936053	-123.066861105	957.2	8995
W	39.142936053	-123.025538602	700.7	8996
W	39.142936053	-122.984216099	689.4	8997
W	39.142936053	-122.942893596	492.6	8998
W	39.142936053	-122.901571093	403.7	8999
W	39.142936053	-122.860248590	550.7	9000
W	39.142936053	-122.818926087	893.9	9001
W	39.142936053	-122.777603584	1166.1	9002
W	39.142936053	-122.736281081	914.4	9003
W	39.142936053	-122.694958578	1177.6	9004
W	39.142936053	-122.653636075	905.2	9005
W	39.142936053	-122.612313571	797.3	9006
W	39.142936053	-122.570991068	666.4	9007
W	39.142936053	-122.529668565	466.4	9008
W	39.142936053	-122.488346062	813.6	9009
W	39.142936053	-122.447023559	414.0	9010
W	39.142936053	-122.405701056	447.0	9011
W	39.142936053	-122.364378553	280.6	9012
W	39.142936053	-122.323056050	100.4	9013
W	39.142936053	-122.281733547	54.9	9014
W	39.142936053	-122.240411044	41.9	9015
W	39.142936053	-122.199088541	32.4	9016
W	39.142936053	-122.157766038	30.0	9017
W	39.142936053	-122.116443535	23.7	9018
W	39.142936053	-122.075121032	17.6	9019
W	39.142936053	-122.033798529	13.1	9020
W	39.142936053	-121.992476025	12.1	9021
W	39.142936053	-121.951153522	14.9	9022
W	39.142936053	-121.909831019	13.4	9023
W	39.142936053	-121.868508516	12.4	9024
W	39.142936053	-121.827186013	14.3	9025
W	39.142936053	-121.785863510	12.6	9026
W	39.142936053	-121.744541007	14.8	9027
W	39.142936053	-121.703218504	15.6	9028
W	39.142936053	-121.661896001	17.5	9029
W	39.142936053	-121.620573498	18.6	9030
W	39.142936053	-121.579250995	21.7	9031
W	39.142936053	-121.537928492	22.0	9032
W	39.142936053	-121.496605989	24.2	9033
W	39.142936053	-121.455283486	28.2	9034
W	39.142936053	-121.413960982	43.6	9035
W	39.142936053	-121.372638479	71.4	9036
W	39.142936053	-121.331315976	144.1	9037
W	39.142936053	-121.289993473	145.1	9038
W	39.142936053	-121.248670970	268.1	9039
W	39.142936053	-121.207348467	445.9	9040
W	39.142936053	-121.166025964	439.9	9041
W	39.142936053	-121.124703461	531.7	9042
W	39.142936053	-121.083380958	556.8	9043
W	39.142936053	-121.042058455	690.2	9044
W	39.142936053	-121.000735952	657.0	9045
W	39.142936053	-120.959413449	710.3	9046
W	39.142936053	-120.918090946	862.6	9047
W	39.142936053	-120.876768443	823.9	9048
W	39.142936053	-120.835445939	734.4	9049
W	39.142936053	-120.794123436	1228.9	9050
W	39.142936053	-120.752800933	1258.7	9051
W	39.142936053	-120.711478430	1400.8	9052
W	39.142936053	-120.670155927	1498.8	9053
W	39.142936053	-120.628833424	1392.3	9054
W	39.142936053	-120.587510921	1566.8	9055
W	39.142936053	-120.546188418	1675.1	9056
W	39.142936053	-120.504865915	2075.8	9057
W	39.142936053	-120.463543412	1730.7	9058
W	39.142936053	-120.422220909	1822.5	9059
W	39.142936053	-120.380898406	1770.3	9060
W	39.142936053	-120.339575903	2241.7	9061
W	39.142936053	-120.298253400	2101.4	9062
W	39.142936053	-120.256930897	2270.1	9063
W	39.142936053	-120.215608393	2049.7	9064
W	39.142936053	-120.174285890	2132.5	9065
W	39.142936053	-120.132963387	1897.6	9066
W	39.142936053	-120.091640884	1897.6	9067
W	39.142936053	-120.050318381	1897.6	9068
W	39.142936053	-120.008995878	1897.6	9069
W	39.110880117	-123.686698651	86.8	9070
W	39.110880117	-123.645376148	357.6	9071
W	39.110880117	-123.604053645	278.5	9072
W	39.110880117	-123.562731142	104.1	9073
W	39.110880117	-123.521408639	107.2	9074
W	39.110880117	-123.480086136	168.5	9075
W	39.110880117	-123.438763633	441.1	9076
W	39.110880117	-123.397441130	555.1	9077
W	39.110880117	-123.356118627	466.8	9078
W	39.110880117	-123.314796124	632.0	9079
W	39.110880117	-123.273473621	360.7	9080
W	39.110880117	-123.232151118	630.9	9081
W	39.110880117	-123.190828614	174.6	9082
W	39.110880117	-123.149506111	235.9	9083
W	39.110880117	-123.108183608	563.4	9084
W	39.110880117	-123.066861105	823.8	9085
W	39.110880117	-123.025538602	631.1	9086
W	39.110880117	-122.984216099	450.4	9087
W	39.110880117	-122.942893596	533.8	9088
W	39.110880117	-122.901571093	431.8	9089
W	39.110880117	-122.860248590	403.7	9090
W	39.110880117	-122.818926087	406.6	9091
W	39.110880117	-122.777603584	842.8	9092
W	39.110880117	-122.736281081	626.5	9093
W	39.110880117	-122.694958578	480.7	9094
W	39.110880117	-122.653636075	924.2	9095
W	39.110880117	-122.612313571	695.2	9096
W	39.110880117	-122.570991068	654.2	9097
W	39.110880117	-122.529668565	466.2	9098
W	39.110880117	-122.488346062	941.6	9099
W	39.110880117	-122.447023559	427.8	9100
W	39.110880117	-122.405701056	377.3	9101
W	39.110880117	-122.364378553	384.0	9102
W	39.110880117	-122.323056050	299.5	9103
W	39.110880117	-122.281733547	76.2	9104
W	39.110880117	-122.240411044	79.3	9105
W	39.110880117	-122.199088541	42.8	9106
W	39.110880117	-122.157766038	37.4	9107
W	39.110880117	-122.116443535	27.8	9108
W	39.110880117	-122.075121032	20.6	9109
W	39.110880117	-122.033798529	13.5	9110
W	39.110880117	-121.992476025	12.3	9111
W	39.110880117	-121.951153522	13.9	9112
W	39.110880117	-121.909831019	17.3	9113
W	39.110880117	-121.868508516	11.1	9114
W	39.110880117	-121.827186013	11.2	9115
W	39.110880117	-121.785863510	13.9	9116
W	39.110880117	-121.744541007	12.9	9117
W	39.110880117	-121.703218504	14.1	9118
W	39.110880117	-121.661896001	15.9	9119
W	39.110880117	-121.620573498	17.4	9120
W	39.110880117	-121.579250995	18.6	9121
W	39.110880117	-121.537928492	20.5	9122
W	39.110880117	-121.496605989	22.6	9123
W	39.110880117	-121.455283486	25.6	9124
W	39.110880117	-121.413960982	35.7	9125
W	39.110880117	-121.372638479	43.5	9126
W	39.110880117	-121.331315976	88.9	9127
W	39.110880117	-121.289993473	100.4	9128
W	39.110880117	-121.248670970	167.8	9129
W	39.110880117	-121.207348467	285.1	9130
W	39.110880117	-121.166025964	372.3	9131
W	39.110880117	-121.124703461	521.4	9132
W	39.110880117	-121.083380958	521.9	9133
W	39.110880117	-121.042058455	523.0	9134
W	39.110880117	-121.000735952	620.9	9135
W	39.110880117	-120.959413449	746.4	9136
W	39.110880117	-120.918090946	376.7	9137
W	39.110880117	-120.876768443	597.5	9138
W	39.110880117	-120.835445939	979.2	9139
W	39.110880117	-120.794123436	1098.4	9140
W	39.110880117	-120.752800933	1253.1	9141
W	39.110880117	-120.711478430	1310.0	9142
W	39.110880117	-120.670155927	1390.4	9143
W	39.110880117	-120.628833424	1339.5	9144
W	39.110880117	-120.587510921	1406.3	9145
W	39.110880117	-120.546188418	1642.5	9146
W	39.110880117	-120.504865915	1554.7	9147
W	39.110880117	-120.463543412	1597.8	9148
W	39.110880117	-120.422220909	1673.4	9149
W	39.110880117	-120.380898406	1984.0	9150
W	39.110880117	-120.339575903	2222.6	9151
W	39.110880117	-120.298253400	1931.6	9152
W	39.110880117	-120.256930897	2235.5	9153
W	39.110880117	-120.215608393	2362.6	9154
W	39.110880117	-120.174285890	1926.8	9155
W	39.110880117	-120.132963387	1897.6	9156
W	39.110880117	-120.091640884	1897.6	9157
W	39.110880117	-120.050318381	1897.6	9158
W	39.110880117	-120.008995878	1897.6	9159
W	39.078809593	-123.686698651	283.2	9160
W	39.078809593	-123.645376148	140.0	9161
W	39.078809593	-123.604053645	386.5	9162
W	39.078809593	-123.562731142	266.5	9163
W	39.078809593	-123.521408639	392.1	9164
W	39.078809593	-123.480086136	88.0	9165
W	39.078809593	-123.438763633	235.1	9166
W	39.078809593	-123.397441130	352.6	9167
W	39.078809593	-123.356118627	277.8	9168
W	39.078809593	-123.314796124	606.3	9169
W	39.078809593	-123.273473621	624.6	9170
W	39.078809593	-123.232151118	472.8	9171
W	39.078809593	-123.190828614	292.0	9172
W	39.078809593	-123.149506111	184.6	9173
W	39.078809593	-123.108183608	822.2	9174
W	39.078809593	-123.066861105	740.4	9175
W	39.078809593	-123.025538602	706.4	9176
W	39.078809593	-122.984216099	497.6	9177
W	39.078809593	-122.942893596	433.6	9178
W	39.078809593	-122.901571093	403.7	9179
W	39.078809593	-122.860248590	403.7	9180
W	39.078809593	-122.818926087	403.7	9181
W	39.078809593	-122.777603584	498.5	9182
W	39.078809593	-122.736281081	898.4	9183
W	39.078809593	-122.694958578	467.9	9184
W	39.078809593	-122.653636075	392.2	9185
W	39.078809593	-122.612313571	561.0	9186
W	39.078809593	-122.570991068	488.0	9187
W	39.078809593	-122.529668565	489.7	9188
W	39.078809593	-122.488346062	989.2	9189
W	39.078809593	-122.447023559	677.6	9190
W	39.078809593	-122.405701056	429.9	9191
W	39.078809593	-122.364378553	314.4	9192
W	39.078809593	-122.323056050	485.9	9193
W	39.078809593	-122.281733547	111.8	9194
W	39.078809593	-122.240411044	121.5	9195
W	39.078809593	-122.199088541	74.6	9196
W	39.078809593	-122.157766038	43.5	9197
W	39.078809593	-122.116443535	31.4	9198
W	39.078809593	-122.075121032	22.9	9199
W	39.078809593	-122.033798529	15.6	9200
W	39.078809593	-121.992476025	10.5	9201
W	39.078809593	-121.951153522	12.2	9202
W	39.078809593	-121.909831019	12.2	9203
W	39.078809593	-121.868508516	11.4	9204
W	39.078809593	-121.827186013	10.9	9205
W	39.078809593	-121.785863510	9.8	9206
W	39.078809593	-121.744541007	11.2	9207
W	39.078809593	-121.703218504	12.9	9208
W	39.078809593	-121.661896001	14.1	9209
W	39.078809593	-121.620573498	15.9	9210
W	39.078809593	-121.579250995	16.8	9211
W	39.078809593	-121.537928492	19.4	9212
W	39.078809593	-121.496605989	21.5	9213
W	39.078809593	-121.455283486	24.7	9214
W	39.078809593	-121.413960982	30.8	9215
W	39.078809593	-121.372638479	41.1	9216
W	39.078809593	-121.331315976	68.7	9217
W	39.078809593	-121.289993473	105.8	9218
W	39.078809593	-121.248670970	267.2	9219
W	39.078809593	-121.207348467	326.2	9220
W	39.078809593	-121.166025964	439.6	9221
W	39.078809593	-121.124703461	502.5	9222
W	39.078809593	-121.083380958	456.6	9223
W	39.078809593	-121.042058455	481.5	9224
W	39.078809593	-121.000735952	634.5	9225
W	39.078809593	-120.959413449	655.0	9226
W	39.078809593	-120.918090946	394.5	9227
W	39.078809593	-120.876768443	912.9	9228
W	39.078809593	-120.835445939	925.9	9229
W	39.078809593	-120.794123436	1089.5	9230
W	39.078809593	-120.752800933	1159.2	9231
W	39.078809593	-120.711478430	854.0	9232
W	39.078809593	-120.670155927	1211.5	9233
W	39.078809593	-120.628833424	1385.2	9234
W	39.078809593	-120.587510921	1547.2	9235
W	39.078809593	-120.546188418	1686.5	9236
W	39.078809593	-120.504865915	1315.1	9237
W	39.078809593	-120.463543412	1753.9	9238
W	39.078809593	-120.422220909	1668.2	9239
W	39.078809593	-120.380898406	1457.0	9240
W	39.078809593	-120.339575903	1427.1	9241
W	39.078809593	-120.298253400	2375.9	9242
W	39.078809593	-120.256930897	2470.0	9243
W	39.078809593	-120.215608393	2175.1	9244
W	39.078809593	-120.174285890	2207.9	9245
W	39.078809593	-120.132963387	1897.6	9246
W	39.078809593	-120.091640884	1897.6	9247
W	39.078809593	-120.050318381	1897.6	9248
W	39.078809593	-120.008995878	1897.6	9249
W	39.046724485	-123.686698651	89.6	9250
W	39.046724485	-123.645376148	321.2	9251
W	39.046724485	-123.604053645	264.9	9252
W	39.046724485	-123.562731142	399.4	9253
W	39.046724485	-123.521408639	493.6	9254
W	39.046724485	-123.480086136	160.2	9255
W	39.046724485	-123.438763633	171.1	9256
W	39.046724485	-123.397441130	151.0	9257
W	39.046724485	-123.356118627	326.3	9258
W	39.046724485	-123.314796124	656.1	9259
W	39.046724485	-123.273473621	744.0	9260
W	39.046724485	-123.232151118	739.7	9261
W	39.046724485	-123.190828614	266.8	9262
W	39.046724485	-123.149506111	172.4	9263
W	39.046724485	-123.108183608	497.7	9264
W	39.046724485	-123.066861105	1019.8	9265
W	39.046724485	-123.025538602	884.0	9266
W	39.046724485	-122.984216099	457.3	9267
W	39.046724485	-122.942893596	448.3	9268
W	39.046724485	-122.901571093	403.7	9269
W	39.046724485	-122.860248590	403.7	9270
W	39.046724485	-122.818926087	403.7	9271
W	39.046724485	-122.777603584	413.2	9272
W	39.046724485	-122.736281081	724.3	9273
W	39.046724485	-122.694958578	533.8	9274
W	39.046724485	-122.653636075	543.0	9275
W	39.046724485	-122.612313571	545.6	9276
W	39.046724485	-122.570991068	408.2	9277
W	39.046724485	-122.529668565	415.6	9278
W	39.046724485	-122.488346062	801.1	9279
W	39.046724485	-122.447023559	488.6	9280
W	39.046724485	-122.405701056	507.2	9281
W	39.046724485	-122.364378553	450.6	9282
W	39.046724485	-122.323056050	696.9	9283
W	39.046724485	-122.281733547	189.5	9284
W	39.046724485	-122.240411044	141.4	9285
W	39.046724485	-122.199088541	169.1	9286
W	39.046724485	-122.157766038	67.7	9287
W	39.046724485	-122.116443535	53.5	9288
W	39.046724485	-122.075121032	32.1	9289
W	39.046724485	-122.033798529	20.4	9290
W	39.046724485	-121.992476025	10.0	9291
W	39.046724485	-121.951153522	9.8	9292
W	39.046724485	-121.909831019	10.8	9293
W	39.046724485	-121.868508516	12.0	9294
W	39.046724485	-121.827186013	11.9	9295
W	39.046724485	-121.785863510	9.4	9296
W	39.046724485	-121.744541007	12.7	9297
W	39.046724485	-121.703218504	11.6	9298
W	39.046724485	-121.661896001	13.4	9299
W	39.046724485	-121.620573498	14.0	9300
W	39.046724485	-121.579250995	15.2	9301
W	39.046724485	-121.537928492	15.1	9302
W	39.046724485	-121.496605989	21.7	9303
W	39.046724485	-121.455283486	24.2	9304
W	39.046724485	-121.413960982	30.0	9305
W	39.046724485	-121.372638479	44.8	9306
W	39.046724485	-121.331315976	56.5	9307
W	39.046724485	-121.289993473	90.8	9308
W	39.046724485	-121.248670970	161.5	9309
W	39.046724485	-121.207348467	344.9	9310
W	39.046724485	-121.166025964	339.0	9311
W	39.046724485	-121.124703461	358.4	9312
W	39.046724485	-121.083380958	472.1	9313
W	39.046724485	-121.042058455	564.5	9314
W	39.046724485	-121.000735952	635.3	9315
W	39.046724485	-120.959413449	621.7	9316
W	39.046724485	-120.918090946	634.1	9317
W	39.046724485	-120.876768443	612.3	9318
W	39.046724485	-120.835445939	870.6	9319
W	39.046724485	-120.794123436	1057.9	9320
W	39.046724485	-120.752800933	1089.9	9321
W	39.046724485	-120.711478430	698.4	9322
W	39.046724485	-120.670155927	805.8	9323
W	39.046724485	-120.628833424	928.2	9324
W	39.046724485	-120.587510921	1504.0	9325
W	39.046724485	-120.546188418	1109.1	9326
W	39.046724485	-120.504865915	1490.3	9327
W	39.046724485	-120.463543412	1600.7	9328
W	39.046724485	-120.422220909	1364.0	9329
W	39.046724485	-120.380898406	2188.1	9330
W	39.046724485	-120.339575903	2218.4	9331
W	39.046724485	-120.298253400	1762.8	9332
W	39.046724485	-120.256930897	2096.8	9333
W	39.046724485	-120.215608393	2343.5	9334
W	39.046724485	-120.174285890	2096.3	9335
W	39.046724485	-120.132963387	1959.0	9336
W	39.046724485	-120.091640884	1897.6	9337
W	39.046724485	-120.050318381	1897.6	9338
W	39.046724485	-120.008995878	1897.6	9339
W	39.014624797	-123.686698651	59.0	9340
W	39.014624797	-123.645376148	572.7	9341
W	39.014624797	-123.604053645	303.8	9342
W	39.014624797	-123.562731142	383.2	9343
W	39.014624797	-123.521408639	558.0	9344
W	39.014624797	-123.480086136	346.5	9345
W	39.014624797	-123.438763633	435.6	9346
W	39.014624797	-123.397441130	255.3	9347
W	39.014624797	-123.356118627	187.8	9348
W	39.014624797	-123.314796124	541.7	9349
W	39.014624797	-123.273473621	626.8	9350
W	39.014624797	-123.232151118	503.3	9351
W	39.014624797	-123.190828614	542.3	9352
W	39.014624797	-123.149506111	190.6	9353
W	39.014624797	-123.108183608	269.3	9354
W	39.014624797	-123.066861105	586.6	9355
W	39.014624797	-123.025538602	751.8	9356
W	39.014624797	-122.984216099	663.8	9357
W	39.014624797	-122.942893596	598.8	9358
W	39.014624797	-122.901571093	406.5	9359
W	39.014624797	-122.860248590	407.2	9360
W	39.014624797	-122.818926087	406.0	9361
W	39.014624797	-122.777603584	403.7	9362
W	39.014624797	-122.736281081	403.7	9363
W	39.014624797	-122.694958578	403.7	9364
W	39.014624797	-122.653636075	412.6	9365
W	39.014624797	-122.612313571	620.9	9366
W	39.014624797	-122.570991068	410.4	9367
W	39.014624797	-122.529668565	456.3	9368
W	39.014624797	-122.488346062	484.5	9369
W	39.014624797	-122.447023559	673.1	9370
W	39.014624797	-122.405701056	578.0	9371
W	39.014624797	-122.364378553	374.1	9372
W	39.014624797	-122.323056050	741.0	9373
W	39.014624797	-122.281733547	210.9	9374
W	39.014624797	-122.240411044	262.1	9375
W	39.014624797	-122.199088541	186.5	9376
W	39.014624797	-122.157766038	111.1	9377
W	39.014624797	-122.116443535	71.0	9378
W	39.014624797	-122.075121032	47.5	9379
W	39.014624797	-122.033798529	29.4	9380
W	39.014624797	-121.992476025	10.9	9381
W	39.014624797	-121.951153522	8.9	9382
W	39.014624797	-121.909831019	8.6	9383
W	39.014624797	-121.868508516	10.3	9384
W	39.014624797	-121.827186013	12.5	9385
W	39.014624797	-121.785863510	10.2	9386
W	39.014624797	-121.744541007	8.8	9387
W	39.014624797	-121.703218504	10.6	9388
W	39.014624797	-121.661896001	11.6	9389
W	39.014624797	-121.620573498	13.0	9390
W	39.014624797	-121.579250995	12.8	9391
W	39.014624797	-121.537928492	15.8	9392
W	39.014624797	-121.496605989	20.9	9393
W	39.014624797	-121.455283486	20.4	9394
W	39.014624797	-121.413960982	28.6	9395
W	39.014624797	-121.372638479	33.4	9396
W	39.014624797	-121.331315976	62.2	9397
W	39.014624797	-121.289993473	133.0	9398
W	39.014624797	-121.248670970	260.1	9399
W	39.014624797	-121.207348467	179.0	9400
W	39.014624797	-121.166025964	236.1	9401
W	39.014624797	-121.124703461	424.7	9402
W	39.014624797	-121.083380958	497.2	9403
W	39.014624797	-121.042058455	488.2	9404
W	39.014624797	-121.000735952	553.7	9405
W	39.014624797	-120.959413449	588.0	9406
W	39.014624797	-120.918090946	256.7	9407
W	39.014624797	-120.876768443	762.8	9408
W	39.014624797	-120.835445939	929.6	9409
W	39.014624797	-120.794123436	638.9	9410
W	39.014624797	-120.752800933	624.6	9411
W	39.014624797	-120.711478430	550.3	9412
W	39.014624797	-120.670155927	786.1	9413
W	39.014624797	-120.628833424	1247.9	9414
W	39.014624797	-120.587510921	1361.0	9415
W	39.014624797	-120.546188418	1526.9	9416
W	39.014624797	-120.504865915	1525.7	9417
W	39.014624797	-120.463543412	1724.4	9418
W	39.014624797	-120.422220909	1751.7	9419
W	39.014624797	-120.380898406	1784.1	9420
W	39.014624797	-120.339575903	1856.9	9421
W	39.014624797	-120.298253400	1951.4	9422
W	39.014624797	-120.256930897	1915.5	9423
W	39.014624797	-120.215608393	2279.2	9424
W	39.014624797	-120.174285890	2317.6	9425
W	39.014624797	-120.132963387	2067.1	9426
W	39.014624797	-120.091640884	1897.6	9427
W	39.014624797	-120.050318381	1897.6	9428
W	39.014624797	-120.008995878	1897.6	9429
W	38.982510532	-123.686698651	36.6	9430
W	38.982510532	-123.645376148	407.5	9431
W	38.982510532	-123.604053645	561.5	9432
W	38.982510532	-123.562731142	498.0	9433
W	38.982510532	-123.521408639	270.2	9434
W	38.982510532	-123.480086136	594.3	9435
W	38.982510532	-123.438763633	323.2	9436
W	38.982510532	-123.397441130	367.8	9437
W	38.982510532	-123.356118627	262.6	9438
W	38.982510532	-123.314796124	314.3	9439
W	38.982510532	-123.273473621	713.1	9440
W	38.982510532	-123.232151118	283.2	9441
W	38.982510532	-123.190828614	515.0	9442
W	38.982510532	-123.149506111	255.0	9443
W	38.982510532	-123.108183608	150.0	9444
W	38.982510532	-123.066861105	246.8	9445
W	38.982510532	-123.025538602	608.7	9446
W	38.982510532	-122.984216099	810.1	9447
W	38.982510532	-122.942893596	552.7	9448
W	38.982510532	-122.901571093	428.4	9449
W	38.982510532	-122.860248590	424.5	9450
W	38.982510532	-122.818926087	441.2	9451
W	38.982510532	-122.777603584	962.4	9452
W	38.982510532	-122.736281081	445.4	9453
W	38.982510532	-122.694958578	471.7	9454
W	38.982510532	-122.653636075	482.0	9455
W	38.982510532	-122.612313571	444.1	9456
W	38.982510532	-122.570991068	511.9	9457
W	38.982510532	-122.529668565	307.2	9458
W	38.982510532	-122.488346062	289.6	9459
W	38.982510532	-122.447023559	484.0	9460
W	38.982510532	-122.405701056	477.7	9461
W	38.982510532	-122.364378553	389.8	9462
W	38.982510532	-122.323056050	602.3	9463
W	38.982510532	-122.281733547	278.5	9464
W	38.982510532	-122.240411044	222.6	9465
W	38.982510532	-122.199088541	267.4	9466
W	38.982510532	-122.157766038	200.2	9467
W	38.982510532	-122.116443535	108.1	9468
W	38.982510532	-122.075121032	72.4	9469
W	38.982510532	-122.033798529	40.8	9470
W	38.982510532	-121.992476025	15.0	9471
W	38.982510532	-121.951153522	10.3	9472
W	38.982510532	-121.909831019	7.7	9473
W	38.982510532	-121.868508516	7.6	9474
W	38.982510532	-121.827186013	9.8	9475
W	38.982510532	-121.785863510	8.9	9476
W	38.982510532	-121.744541007	7.9	9477
W	38.982510532	-121.703218504	9.7	9478
W	38.982510532	-121.661896001	9.9	9479
W	38.982510532	-121.620573498	11.7	9480
W	38.982510532	-121.579250995	13.2	9481
W	38.982510532	-121.537928492	14.2	9482
W	38.982510532	-121.496605989	18.1	9483
W	38.982510532	-121.455283486	22.0	9484
W	38.982510532	-121.413960982	24.6	9485
W	38.982510532	-121.372638479	39.9	9486
W	38.982510532	-121.331315976	41.6	9487
W	38.982510532	-121.289993473	71.3	9488
W	38.982510532	-121.248670970	145.9	9489
W	38.982510532	-121.207348467	216.8	9490
W	38.982510532	-121.166025964	416.6	9491
W	38.982510532	-121.124703461	394.6	9492
W	38.982510532	-121.083380958	462.7	9493
W	38.982510532	-121.042058455	555.2	9494
W	38.982510532	-121.000735952	603.3	9495
W	38.982510532	-120.959413449	463.9	9496
W	38.982510532	-120.918090946	526.7	9497
W	38.982510532	-120.876768443	726.8	9498
W	38.982510532	-120.835445939	509.3	9499
W	38.982510532	-120.794123436	932.6	9500
W	38.982510532	-120.752800933	999.0	9501
W	38.982510532	-120.711478430	529.1	9502
W	38.982510532	-120.670155927	875.2	9503
W	38.982510532	-120.628833424	970.0	9504
W	38.982510532	-120.587510921	1169.2	9505
W	38.982510532	-120.546188418	1473.4	9506
W	38.982510532	-120.504865915	1612.6	9507
W	38.982510532	-120.463543412	1209.0	9508
W	38.982510532	-120.422220909	1780.4	9509
W	38.982510532	-120.380898406	1639.8	9510
W	38.982510532	-120.339575903	1875.4	9511
W	38.982510532	-120.298253400	2011.5	9512
W	38.982510532	-120.256930897	2285.9	9513
W	38.982510532	-120.215608393	2002.9	9514
W	38.982510532	-120.174285890	2387.4	9515
W	38.982510532	-120.132963387	2660.1	9516
W	38.982510532	-120.091640884	1897.6	9517
W	38.982510532	-120.050318381	1897.6	9518
W	38.982510532	-120.008995878	1897.6	9519
W	38.950381692	-123.686698651	43.4	9520
W	38.950381692	-123.645376148	68.1	9521
W	38.950381692	-123.604053645	339.1	9522
W	38.950381692	-123.562731142	642.0	9523
W	38.950381692	-123.521408639	339.9	9524
W	38.950381692	-123.480086136	562.2	9525
W	38.950381692	-123.438763633	571.8	9526
W	38.950381692	-123.397441130	456.6	9527
W	38.950381692	-123.356118627	549.1	9528
W	38.950381692	-123.314796124	358.6	9529
W	38.950381692	-123.273473621	716.5	9530
W	38.950381692	-123.232151118	963.4	9531
W	38.950381692	-123.190828614	595.4	9532
W	38.950381692	-123.149506111	261.9	9533
W	38.950381692	-123.108183608	195.2	9534
W	38.950381692	-123.066861105	270.5	9535
W	38.950381692	-123.025538602	350.2	9536
W	38.950381692	-122.984216099	702.9	9537
W	38.950381692	-122.942893596	656.5	9538
W	38.950381692	-122.901571093	435.2	9539
W	38.950381692	-122.860248590	483.0	9540
W	38.950381692	-122.818926087	513.4	9541
W	38.950381692	-122.777603584	641.9	9542
W	38.950381692	-122.736281081	650.4	9543
W	38.950381692	-122.694958578	403.7	9544
W	38.950381692	-122.653636075	422.5	9545
W	38.950381692	-122.612313571	476.9	9546
W	38.950381692	-122.570991068	504.7	9547
W	38.950381692	-122.529668565	625.3	9548
W	38.950381692	-122.488346062	637.3	9549
W	38.950381692	-122.447023559	454.2	9550
W	38.950381692	-122.405701056	523.2	9551
W	38.950381692	-122.364378553	363.3	9552
W	38.950381692	-122.323056050	613.9	9553
W	38.950381692	-122.281733547	441.2	9554
W	38.950381692	-122.240411044	273.5	9555
W	38.950381692	-122.199088541	329.8	9556
W	38.950381692	-122.157766038	219.4	9557
W	38.950381692	-122.116443535	143.7	9558
W	38.950381692	-122.075121032	94.5	9559
W	38.950381692	-122.033798529	58.4	9560
W	38.950381692	-121.992476025	28.3	9561
W	38.950381692	-121.951153522	16.5	9562
W	38.950381692	-121.909831019	10.2	9563
W	38.950381692	-121.868508516	7.5	9564
W	38.950381692	-121.827186013	10.6	9565
W	38.950381692	-121.785863510	7.5	9566
W	38.950381692	-121.744541007	7.3	9567
W	38.950381692	-121.703218504	8.0	9568
W	38.950381692	-121.661896001	9.7	9569
W	38.950381692	-121.620573498	11.1	9570
W	38.950381692	-121.579250995	9.3	9571
W	38.950381692	-121.537928492	13.5	9572
W	38.950381692	-121.496605989	18.2	9573
W	38.950381692	-121.455283486	21.5	9574
W	38.950381692	-121.413960982	25.7	9575
W	38.950381692	-121.372638479	29.8	9576
W	38.950381692	-121.331315976	44.6	9577
W	38.950381692	-121.289993473	59.7	9578
W	38.950381692	-121.248670970	93.1	9579
W	38.950381692	-121.207348467	151.7	9580
W	38.950381692	-121.166025964	296.7	9581
W	38.950381692	-121.124703461	407.2	9582
W	38.950381692	-121.083380958	450.9	9583
