type	latitude	longitude	altitude (m)	name	objectid
T	41.473372008	-122.152825304	1955.2		643
T	41.473372008	-122.085451657	1788.3		644
T	41.473372008	-122.018078011	1851.8		645
T	41.473372008	-121.950704365	2243.0		646
T	41.473372008	-121.883330718	1653.5		647
T	41.473372008	-121.815957072	1586.5		648
T	41.473372008	-121.748583426	1522.9		649
T	41.473372008	-121.681209779	1542.5		650
T	41.473372008	-121.613836133	1573.2		651
T	41.473372008	-121.546462487	1582.8		652
T	41.473372008	-121.479088841	1470.0		653
T	41.473372008	-121.411715194	1312.0		654
T	41.473372008	-121.344341548	1318.1		655
T	41.473372008	-121.276967902	1344.4		656
T	41.473372008	-121.209594255	1411.1		657
T	41.473372008	-121.142220609	1479.5		658
T	41.473372008	-121.074846963	1463.8		659
T	41.473372008	-121.007473316	1439.9		660
T	41.473372008	-120.940099670	1371.0		661
T	41.473372008	-120.872726024	1317.6		662
T	41.473372008	-120.805352377	1360.9		663
T	41.473372008	-120.737978731	1348.5		664
T	41.473372008	-120.670605085	1345.9		665
T	41.473372008	-120.603231439	1335.5		666
T	41.473372008	-120.535857792	1330.8		667
T	41.473372008	-120.468484146	1344.1		668
T	41.473372008	-120.401110500	1435.4		669
T	41.473372008	-120.333736853	1820.7		670
T	41.473372008	-120.266363207	1948.7		671
T	41.473372008	-120.198989561	1594.2		672
T	41.473372008	-120.131615914	1367.3		673
T	41.473372008	-120.064242268	1365.3		674
T	41.422871733	-124.039287400	207.0		675
T	41.422871733	-123.971913754	291.9		676
T	41.422871733	-123.904540108	314.9		677
T	41.422871733	-123.837166461	902.9		678
T	41.422871733	-123.769792815	1137.7		679
T	41.422871733	-123.702419169	931.0		680
T	41.422871733	-123.635045522	1130.3		681
T	41.422871733	-123.567671876	1121.9		682
T	41.422871733	-123.500298230	263.5		683
T	41.422871733	-123.432924584	1272.3		684
T	41.422871733	-123.365550937	591.9		685
T	41.422871733	-123.298177291	1277.7		686
T	41.422871733	-123.230803645	1972.7		687
T	41.422871733	-123.163429998	1588.9		688
T	41.422871733	-123.096056352	1273.4		689
T	41.422871733	-123.028682706	2082.1		690
T	41.422871733	-122.961309059	1280.6		691
T	41.422871733	-122.893935413	1100.2		692
T	41.422871733	-122.826561767	1007.3		693
T	41.422871733	-122.759188120	1083.3		694
T	41.422871733	-122.691814474	1334.3		695
T	41.422871733	-122.624440828	1526.1		696
T	41.422871733	-122.557067182	1968.3		697
T	41.422871733	-122.489693535	1247.0		698
T	41.422871733	-122.422319889	1018.5		699
T	41.422871733	-122.354946243	1136.3		700
T	41.422871733	-122.287572596	1806.8		701
T	41.422871733	-122.220198950	3107.9		702
T	41.422871733	-122.152825304	2572.3		703
T	41.422871733	-122.085451657	1749.7		704
T	41.422871733	-122.018078011	1550.5		705
T	41.422871733	-121.950704365	1547.6		706
T	41.422871733	-121.883330718	1500.1		707
T	41.422871733	-121.815957072	1524.7		708
T	41.422871733	-121.748583426	1437.2		709
T	41.422871733	-121.681209779	1378.1		710
T	41.422871733	-121.613836133	1372.7		711
T	41.422871733	-121.546462487	1427.8		712
T	41.422871733	-121.479088841	1397.9		713
T	41.422871733	-121.411715194	1373.8		714
T	41.422871733	-121.344341548	1354.4		715
T	41.422871733	-121.276967902	1369.9		716
T	41.422871733	-121.209594255	1398.1		717
T	41.422871733	-121.142220609	1631.8		718
T	41.422871733	-121.074846963	1501.6		719
T	41.422871733	-121.007473316	1353.9		720
T	41.422871733	-120.940099670	1391.6		721
T	41.422871733	-120.872726024	1317.5		722
T	41.422871733	-120.805352377	1311.1		723
T	41.422871733	-120.737978731	1316.1		724
T	41.422871733	-120.670605085	1344.2		725
T	41.422871733	-120.603231439	1410.3		726
T	41.422871733	-120.535857792	1327.6		727
T	41.422871733	-120.468484146	1355.5		728
T	41.422871733	-120.401110500	1536.4		729
T	41.422871733	-120.333736853	1765.1		730
T	41.422871733	-120.266363207	1959.6		731
T	41.422871733	-120.198989561	2174.4		732
T	41.422871733	-120.131615914	1416.3		733
T	41.422871733	-120.064242268	1364.8		734
T	41.372332155	-124.039287400	175.1		735
T	41.372332155	-123.971913754	554.4		736
T	41.372332155	-123.904540108	67.9		737
T	41.372332155	-123.837166461	845.6		738
T	41.372332155	-123.769792815	1103.0		739
T	41.372332155	-123.702419169	1048.9		740
T	41.372332155	-123.635045522	634.7		741
T	41.372332155	-123.567671876	720.9		742
T	41.372332155	-123.500298230	268.0		743
T	41.372332155	-123.432924584	230.9		744
T	41.372332155	-123.365550937	1471.2		745
T	41.372332155	-123.298177291	1837.2		746
T	41.372332155	-123.230803645	1779.5		747
T	41.372332155	-123.163429998	1333.9		748
T	41.372332155	-123.096056352	1485.7		749
T	41.372332155	-123.028682706	1182.2		750
T	41.372332155	-122.961309059	2096.8		751
T	41.372332155	-122.893935413	996.0		752
T	41.372332155	-122.826561767	889.9		753
T	41.372332155	-122.759188120	1142.6		754
T	41.372332155	-122.691814474	1217.5		755
T	41.372332155	-122.624440828	1680.6		756
T	41.372332155	-122.557067182	2084.3		757
T	41.372332155	-122.489693535	1899.1		758
T	41.372332155	-122.422319889	1186.2		759
T	41.372332155	-122.354946243	1637.4		760
T	41.372332155	-122.287572596	1649.3		761
T	41.372332155	-122.220198950	2541.1		762
T	41.372332155	-122.152825304	2260.2		763
T	41.372332155	-122.085451657	1676.2		764
T	41.372332155	-122.018078011	1328.3		765
T	41.372332155	-121.950704365	1232.6		766
T	41.372332155	-121.883330718	1414.3		767
T	41.372332155	-121.815957072	1644.1		768
T	41.372332155	-121.748583426	1408.2		769
T	41.372332155	-121.681209779	1359.4		770
T	41.372332155	-121.613836133	1269.1		771
T	41.372332155	-121.546462487	1267.4		772
T	41.372332155	-121.479088841	1324.2		773
T	41.372332155	-121.411715194	1329.6		774
T	41.372332155	-121.344341548	1331.4		775
T	41.372332155	-121.276967902	1317.9		776
T	41.372332155	-121.209594255	1354.9		777
T	41.372332155	-121.142220609	1493.4		778
T	41.372332155	-121.074846963	1414.4		779
T	41.372332155	-121.007473316	1361.4		780
T	41.372332155	-120.940099670	1557.7		781
T	41.372332155	-120.872726024	1527.3		782
T	41.372332155	-120.805352377	1497.2		783
T	41.372332155	-120.737978731	1375.1		784
T	41.372332155	-120.670605085	1337.2		785
T	41.372332155	-120.603231439	1509.8		786
T	41.372332155	-120.535857792	1401.5		787
T	41.372332155	-120.468484146	1424.6		788
T	41.372332155	-120.401110500	1584.2		789
T	41.372332155	-120.333736853	1844.3		790
T	41.372332155	-120.266363207	2254.8		791
T	41.372332155	-120.198989561	2394.0		792
T	41.372332155	-120.131615914	1425.2		793
T	41.372332155	-120.064242268	1363.3		794
T	41.321753281	-124.039287400	18.5		795
T	41.321753281	-123.971913754	373.5		796
T	41.321753281	-123.904540108	489.9		797
T	41.321753281	-123.837166461	520.8		798
T	41.321753281	-123.769792815	1030.5		799
T	41.321753281	-123.702419169	453.1		800
T	41.321753281	-123.635045522	699.8		801
T	41.321753281	-123.567671876	334.7		802
T	41.321753281	-123.500298230	871.0		803
T	41.321753281	-123.432924584	651.2		804
T	41.321753281	-123.365550937	702.4		805
T	41.321753281	-123.298177291	1046.5		806
T	41.321753281	-123.230803645	1586.8		807
T	41.321753281	-123.163429998	1005.0		808
T	41.321753281	-123.096056352	1591.2		809
T	41.321753281	-123.028682706	1078.7		810
T	41.321753281	-122.961309059	1978.8		811
T	41.321753281	-122.893935413	1318.1		812
T	41.321753281	-122.826561767	1194.5		813
T	41.321753281	-122.759188120	1098.1		814
T	41.321753281	-122.691814474	1375.6		815
T	41.321753281	-122.624440828	2013.7		816
T	41.321753281	-122.557067182	1644.9		817
T	41.321753281	-122.489693535	2454.1		818
T	41.321753281	-122.422319889	1855.2		819
T	41.321753281	-122.354946243	1067.8		820
T	41.321753281	-122.287572596	1213.9		821
T	41.321753281	-122.220198950	1720.2		822
T	41.321753281	-122.152825304	1749.5		823
T	41.321753281	-122.085451657	1334.1		824
T	41.321753281	-122.018078011	1189.4		825
T	41.321753281	-121.950704365	1176.3		826
T	41.321753281	-121.883330718	1337.5		827
T	41.321753281	-121.815957072	1514.5		828
T	41.321753281	-121.748583426	1402.6		829
T	41.321753281	-121.681209779	1336.5		830
T	41.321753281	-121.613836133	1199.1		831
T	41.321753281	-121.546462487	1177.5		832
T	41.321753281	-121.479088841	1336.4		833
T	41.321753281	-121.411715194	1345.2		834
T	41.321753281	-121.344341548	1324.3		835
T	41.321753281	-121.276967902	1295.6		836
T	41.321753281	-121.209594255	1296.5		837
T	41.321753281	-121.142220609	1312.2		838
T	41.321753281	-121.074846963	1562.2		839
T	41.321753281	-121.007473316	1668.5		840
T	41.321753281	-120.940099670	1598.3		841
T	41.321753281	-120.872726024	1682.2		842
T	41.321753281	-120.805352377	1661.6		843
T	41.321753281	-120.737978731	1572.5		844
T	41.321753281	-120.670605085	1596.9		845
T	41.321753281	-120.603231439	1478.1		846
T	41.321753281	-120.535857792	1331.6		847
T	41.321753281	-120.468484146	1423.5		848
T	41.321753281	-120.401110500	1595.0		849
T	41.321753281	-120.333736853	1874.5		850
T	41.321753281	-120.266363207	2230.8		851
T	41.321753281	-120.198989561	2729.0		852
T	41.321753281	-120.131615914	1451.5		853
T	41.321753281	-120.064242268	1366.6		854
T	41.271135122	-124.039287400	148.6		855
T	41.271135122	-123.971913754	575.9		856
T	41.271135122	-123.904540108	532.9		857
T	41.271135122	-123.837166461	225.7		858
T	41.271135122	-123.769792815	484.9		859
T	41.271135122	-123.702419169	714.9		860
T	41.271135122	-123.635045522	390.4		861
T	41.271135122	-123.567671876	268.7		862
T	41.271135122	-123.500298230	819.3		863
T	41.271135122	-123.432924584	1392.8		864
T	41.271135122	-123.365550937	950.2		865
T	41.271135122	-123.298177291	389.9		866
T	41.271135122	-123.230803645	1194.4		867
T	41.271135122	-123.163429998	1524.1		868
T	41.271135122	-123.096056352	1263.1		869
T	41.271135122	-123.028682706	1537.4		870
T	41.271135122	-122.961309059	1790.1		871
T	41.271135122	-122.893935413	1733.9		872
T	41.271135122	-122.826561767	1245.1		873
T	41.271135122	-122.759188120	1645.3		874
T	41.271135122	-122.691814474	1671.3		875
T	41.271135122	-122.624440828	1491.4		876
T	41.271135122	-122.557067182	1599.9		877
T	41.271135122	-122.489693535	2015.9		878
T	41.271135122	-122.422319889	1524.7		879
T	41.271135122	-122.354946243	1142.5		880
T	41.271135122	-122.287572596	956.0		881
T	41.271135122	-122.220198950	1380.5		882
T	41.271135122	-122.152825304	1098.7		883
T	41.271135122	-122.085451657	1063.2		884
T	41.271135122	-122.018078011	1082.6		885
T	41.271135122	-121.950704365	1123.8		886
T	41.271135122	-121.883330718	1193.1		887
T	41.271135122	-121.815957072	1229.4		888
T	41.271135122	-121.748583426	1405.7		889
T	41.271135122	-121.681209779	1242.9		890
T	41.271135122	-121.613836133	1176.6		891
T	41.271135122	-121.546462487	1153.7		892
T	41.271135122	-121.479088841	1309.9		893
T	41.271135122	-121.411715194	1366.3		894
T	41.271135122	-121.344341548	1395.7		895
T	41.271135122	-121.276967902	1301.7		896
T	41.271135122	-121.209594255	1276.6		897
T	41.271135122	-121.142220609	1269.3		898
T	41.271135122	-121.074846963	1495.5		899
T	41.271135122	-121.007473316	1656.1		900
T	41.271135122	-120.940099670	1379.8		901
T	41.271135122	-120.872726024	1527.4		902
T	41.271135122	-120.805352377	2044.2		903
T	41.271135122	-120.737978731	1743.1		904
T	41.271135122	-120.670605085	1599.2		905
T	41.271135122	-120.603231439	1558.3		906
T	41.271135122	-120.535857792	1337.0		907
T	41.271135122	-120.468484146	1438.7		908
T	41.271135122	-120.401110500	1589.4		909
T	41.271135122	-120.333736853	1814.6		910
T	41.271135122	-120.266363207	1997.6		911
T	41.271135122	-120.198989561	2488.1		912
T	41.271135122	-120.131615914	1762.1		913
T	41.271135122	-120.064242268	1362.7		914
T	41.220477685	-124.106661047	40.7		915
T	41.220477685	-124.039287400	328.2		916
T	41.220477685	-123.971913754	508.6		917
T	41.220477685	-123.904540108	419.3		918
T	41.220477685	-123.837166461	705.5		919
T	41.220477685	-123.769792815	53.1		920
T	41.220477685	-123.702419169	913.9		921
T	41.220477685	-123.635045522	738.8		922
T	41.220477685	-123.567671876	432.6		923
T	41.220477685	-123.500298230	830.5		924
T	41.220477685	-123.432924584	1714.8		925
T	41.220477685	-123.365550937	1068.3		926
T	41.220477685	-123.298177291	908.4		927
T	41.220477685	-123.230803645	622.4		928
T	41.220477685	-123.163429998	1141.9		929
T	41.220477685	-123.096056352	1411.8		930
T	41.220477685	-123.028682706	1315.8		931
T	41.220477685	-122.961309059	1627.4		932
T	41.220477685	-122.893935413	1697.7		933
T	41.220477685	-122.826561767	2068.7		934
T	41.220477685	-122.759188120	1871.8		935
T	41.220477685	-122.691814474	1569.9		936
T	41.220477685	-122.624440828	1274.4		937
T	41.220477685	-122.557067182	1865.3		938
T	41.220477685	-122.489693535	1747.2		939
T	41.220477685	-122.422319889	2033.1		940
T	41.220477685	-122.354946243	1594.6		941
T	41.220477685	-122.287572596	1078.9		942
T	41.220477685	-122.220198950	1167.5		943
T	41.220477685	-122.152825304	893.4		944
T	41.220477685	-122.085451657	950.1		945
T	41.220477685	-122.018078011	1102.3		946
T	41.220477685	-121.950704365	1232.9		947
T	41.220477685	-121.883330718	1324.7		948
T	41.220477685	-121.815957072	1248.4		949
T	41.220477685	-121.748583426	1304.4		950
T	41.220477685	-121.681209779	1248.8		951
T	41.220477685	-121.613836133	1144.5		952
T	41.220477685	-121.546462487	1121.8		953
T	41.220477685	-121.479088841	1092.1		954
T	41.220477685	-121.411715194	1081.0		955
T	41.220477685	-121.344341548	1521.8		956
T	41.220477685	-121.276967902	1504.3		957
T	41.220477685	-121.209594255	1281.3		958
T	41.220477685	-121.142220609	1264.6		959
T	41.220477685	-121.074846963	1270.4		960
T	41.220477685	-121.007473316	1323.3		961
T	41.220477685	-120.940099670	1294.0		962
T	41.220477685	-120.872726024	1333.1		963
T	41.220477685	-120.805352377	2014.7		964
T	41.220477685	-120.737978731	1949.7		965
T	41.220477685	-120.670605085	1873.1		966
T	41.220477685	-120.603231439	1654.6		967
T	41.220477685	-120.535857792	1350.1		968
T	41.220477685	-120.468484146	1388.8		969
T	41.220477685	-120.401110500	1504.8		970
T	41.220477685	-120.333736853	1553.5		971
T	41.220477685	-120.266363207	1860.2		972
T	41.220477685	-120.198989561	2082.7		973
T	41.220477685	-120.131615914	2495.6		974
T	41.220477685	-120.064242268	1365.7		975
T	41.169780981	-124.106661047	2.8		976
T	41.169780981	-124.039287400	673.3		977
T	41.169780981	-123.971913754	532.7		978
T	41.169780981	-123.904540108	520.8		979
T	41.169780981	-123.837166461	636.0		980
T	41.169780981	-123.769792815	203.9		981
T	41.169780981	-123.702419169	70.9		982
T	41.169780981	-123.635045522	971.7		983
T	41.169780981	-123.567671876	948.6		984
T	41.169780981	-123.500298230	1069.1		985
T	41.169780981	-123.432924584	1696.8		986
T	41.169780981	-123.365550937	1389.0		987
T	41.169780981	-123.298177291	970.1		988
T	41.169780981	-123.230803645	892.1		989
T	41.169780981	-123.163429998	1007.2		990
T	41.169780981	-123.096056352	779.2		991
T	41.169780981	-123.028682706	1341.3		992
T	41.169780981	-122.961309059	2060.3		993
T	41.169780981	-122.893935413	1817.5		994
T	41.169780981	-122.826561767	2001.9		995
T	41.169780981	-122.759188120	1747.1		996
T	41.169780981	-122.691814474	1151.9		997
T	41.169780981	-122.624440828	1356.1		998
T	41.169780981	-122.557067182	1775.8		999
T	41.169780981	-122.489693535	1982.5		1000
T	41.169780981	-122.422319889	1401.3		1001
T	41.169780981	-122.354946243	1072.4		1002
T	41.169780981	-122.287572596	682.2		1003
T	41.169780981	-122.220198950	1383.9		1004
T	41.169780981	-122.152825304	856.5		1005
T	41.169780981	-122.085451657	1043.0		1006
T	41.169780981	-122.018078011	1342.0		1007
T	41.169780981	-121.950704365	1582.9		1008
T	41.169780981	-121.883330718	1489.8		1009
T	41.169780981	-121.815957072	1579.9		1010
T	41.169780981	-121.748583426	1528.7		1011
T	41.169780981	-121.681209779	1281.9		1012
T	41.169780981	-121.613836133	1227.0		1013
T	41.169780981	-121.546462487	1075.4		1014
T	41.169780981	-121.479088841	1104.1		1015
T	41.169780981	-121.411715194	1075.1		1016
T	41.169780981	-121.344341548	1398.1		1017
T	41.169780981	-121.276967902	1671.7		1018
T	41.169780981	-121.209594255	1272.0		1019
T	41.169780981	-121.142220609	1260.5		1020
T	41.169780981	-121.074846963	1262.7		1021
T	41.169780981	-121.007473316	1286.1		1022
T	41.169780981	-120.940099670	1298.8		1023
T	41.169780981	-120.872726024	1405.4		1024
T	41.169780981	-120.805352377	1686.2		1025
T	41.169780981	-120.737978731	1747.0		1026
T	41.169780981	-120.670605085	1784.1		1027
T	41.169780981	-120.603231439	1766.7		1028
T	41.169780981	-120.535857792	1712.1		1029
T	41.169780981	-120.468484146	1697.2		1030
T	41.169780981	-120.401110500	1573.4		1031
T	41.169780981	-120.333736853	1775.5		1032
T	41.169780981	-120.266363207	2119.2		1033
T	41.169780981	-120.198989561	2181.6		1034
T	41.169780981	-120.131615914	2414.2		1035
T	41.169780981	-120.064242268	1593.4		1036
T	41.119045019	-124.106661047	136.9		1037
T	41.119045019	-124.039287400	186.4		1038
T	41.119045019	-123.971913754	578.6		1039
T	41.119045019	-123.904540108	222.0		1040
T	41.119045019	-123.837166461	739.6		1041
T	41.119045019	-123.769792815	381.2		1042
T	41.119045019	-123.702419169	374.7		1043
T	41.119045019	-123.635045522	524.4		1044
T	41.119045019	-123.567671876	1037.7		1045
T	41.119045019	-123.500298230	1577.1		1046
T	41.119045019	-123.432924584	1449.9		1047
T	41.119045019	-123.365550937	1361.5		1048
T	41.119045019	-123.298177291	1464.7		1049
T	41.119045019	-123.230803645	1018.9		1050
T	41.119045019	-123.163429998	878.4		1051
T	41.119045019	-123.096056352	799.6		1052
T	41.119045019	-123.028682706	1426.7		1053
T	41.119045019	-122.961309059	1890.2		1054
T	41.119045019	-122.893935413	1367.8		1055
T	41.119045019	-122.826561767	1181.5		1056
T	41.119045019	-122.759188120	1729.3		1057
T	41.119045019	-122.691814474	1188.6		1058
T	41.119045019	-122.624440828	1619.3		1059
T	41.119045019	-122.557067182	1204.5		1060
T	41.119045019	-122.489693535	1695.6		1061
T	41.119045019	-122.422319889	1735.2		1062
T	41.119045019	-122.354946243	981.2		1063
T	41.119045019	-122.287572596	1071.6		1064
T	41.119045019	-122.220198950	972.7		1065
T	41.119045019	-122.152825304	833.7		1066
T	41.119045019	-122.085451657	874.9		1067
T	41.119045019	-122.018078011	1175.7		1068
T	41.119045019	-121.950704365	1285.8		1069
T	41.119045019	-121.883330718	959.5		1070
T	41.119045019	-121.815957072	1102.4		1071
T	41.119045019	-121.748583426	1519.2		1072
T	41.119045019	-121.681209779	1546.7		1073
T	41.119045019	-121.613836133	1158.7		1074
T	41.119045019	-121.546462487	1019.5		1075
T	41.119045019	-121.479088841	1019.6		1076
T	41.119045019	-121.411715194	1012.4		1077
T	41.119045019	-121.344341548	1013.3		1078
