time,relhumid-min_day_CNRM-CM5_rcp85
2007-04-22 00:00:00+00:00,35.866024
2007-04-23 00:00:00+00:00,39.371178
2007-04-24 00:00:00+00:00,43.315254
2007-04-25 00:00:00+00:00,39.82205
2007-04-26 00:00:00+00:00,43.5548
2007-04-27 00:00:00+00:00,43.13688
2007-04-28 00:00:00+00:00,46.281628
2007-04-29 00:00:00+00:00,38.365887
2007-04-30 00:00:00+00:00,39.695213
2007-05-01 00:00:00+00:00,34.356102
2007-05-02 00:00:00+00:00,29.319872
2007-05-03 00:00:00+00:00,22.274868
2007-05-04 00:00:00+00:00,27.058178
2007-05-05 00:00:00+00:00,37.06393
2007-05-06 00:00:00+00:00,34.498325
2007-05-07 00:00:00+00:00,29.569496
2007-05-08 00:00:00+00:00,37.173203
2007-05-09 00:00:00+00:00,37.875805
2007-05-10 00:00:00+00:00,33.474155
2007-05-11 00:00:00+00:00,34.40994
2007-05-12 00:00:00+00:00,30.043196
2007-05-13 00:00:00+00:00,21.529848
2007-05-14 00:00:00+00:00,22.544775
2007-05-15 00:00:00+00:00,34.56826
2007-05-16 00:00:00+00:00,38.237396
2007-05-17 00:00:00+00:00,38.56179
2007-05-18 00:00:00+00:00,28.18442
2007-05-19 00:00:00+00:00,21.338007
2007-05-20 00:00:00+00:00,20.470104
2007-05-21 00:00:00+00:00,23.831808
2007-05-22 00:00:00+00:00,24.580093
2007-05-23 00:00:00+00:00,24.418503
2007-05-24 00:00:00+00:00,30.497301
2007-05-25 00:00:00+00:00,29.044771
2007-05-26 00:00:00+00:00,24.880152
2007-05-27 00:00:00+00:00,15.796721
2007-05-28 00:00:00+00:00,15.749984
2007-05-29 00:00:00+00:00,30.131708
2007-05-30 00:00:00+00:00,44.497227
2007-05-31 00:00:00+00:00,40.801952
2007-06-01 00:00:00+00:00,45.3268
2007-06-02 00:00:00+00:00,46.32965
2007-06-03 00:00:00+00:00,36.067238
2007-06-04 00:00:00+00:00,30.637291
2007-06-05 00:00:00+00:00,25.893942
2007-06-06 00:00:00+00:00,25.816006
2007-06-07 00:00:00+00:00,31.7812
2007-06-08 00:00:00+00:00,43.41861
2007-06-09 00:00:00+00:00,33.91812
2007-06-10 00:00:00+00:00,34.60458
2007-06-11 00:00:00+00:00,34.850365
2007-06-12 00:00:00+00:00,32.60041
2007-06-13 00:00:00+00:00,29.896935
2007-06-14 00:00:00+00:00,37.619648
2007-06-15 00:00:00+00:00,38.676422
2007-06-16 00:00:00+00:00,33.832237
2007-06-17 00:00:00+00:00,25.978495
2007-06-18 00:00:00+00:00,21.078053
2007-06-19 00:00:00+00:00,22.937021
2007-06-20 00:00:00+00:00,25.604427
2007-06-21 00:00:00+00:00,30.217213
2007-06-22 00:00:00+00:00,24.374998
2007-06-23 00:00:00+00:00,23.14603
2007-06-24 00:00:00+00:00,25.889334
2007-06-25 00:00:00+00:00,29.413155
2007-06-26 00:00:00+00:00,27.772884
2007-06-27 00:00:00+00:00,19.78897
2007-06-28 00:00:00+00:00,15.417739
2007-06-29 00:00:00+00:00,16.190918
2007-06-30 00:00:00+00:00,17.58935
2007-07-01 00:00:00+00:00,15.722865
2007-07-02 00:00:00+00:00,15.64744
2007-07-03 00:00:00+00:00,14.5808115
2007-07-04 00:00:00+00:00,16.761616
2007-07-05 00:00:00+00:00,21.649582
2007-07-06 00:00:00+00:00,24.383356
2007-07-07 00:00:00+00:00,23.85806
2007-07-08 00:00:00+00:00,19.780275
2007-07-09 00:00:00+00:00,13.697553
2007-07-10 00:00:00+00:00,14.539106
2007-07-11 00:00:00+00:00,18.940672
2007-07-12 00:00:00+00:00,26.01222
2007-07-13 00:00:00+00:00,26.022854
2007-07-14 00:00:00+00:00,29.684187
2007-07-15 00:00:00+00:00,34.52154
2007-07-16 00:00:00+00:00,35.327198
2007-07-17 00:00:00+00:00,39.16309
2007-07-18 00:00:00+00:00,42.71713
2007-07-19 00:00:00+00:00,33.97177
2007-07-20 00:00:00+00:00,28.358433
2007-07-21 00:00:00+00:00,23.808126
2007-07-22 00:00:00+00:00,24.187996
2007-07-23 00:00:00+00:00,27.155613
2007-07-24 00:00:00+00:00,26.33174
2007-07-25 00:00:00+00:00,20.564405
2007-07-26 00:00:00+00:00,20.34802
2007-07-27 00:00:00+00:00,20.611448
2007-07-28 00:00:00+00:00,23.103436
2007-07-29 00:00:00+00:00,23.949196
2007-07-30 00:00:00+00:00,23.132854
2007-07-31 00:00:00+00:00,24.438927
2007-08-01 00:00:00+00:00,22.912659
2007-08-02 00:00:00+00:00,21.351963
2007-08-03 00:00:00+00:00,16.432953
2007-08-04 00:00:00+00:00,16.966011
2007-08-05 00:00:00+00:00,19.121683
2007-08-06 00:00:00+00:00,20.376587
2007-08-07 00:00:00+00:00,21.256334
2007-08-08 00:00:00+00:00,21.53376
2007-08-09 00:00:00+00:00,20.95709
2007-08-10 00:00:00+00:00,21.112421
2007-08-11 00:00:00+00:00,21.772526
2007-08-12 00:00:00+00:00,22.141315
2007-08-13 00:00:00+00:00,23.32036
2007-08-14 00:00:00+00:00,27.750904
2007-08-15 00:00:00+00:00,30.114717
2007-08-16 00:00:00+00:00,28.560522
2007-08-17 00:00:00+00:00,26.236185
2007-08-18 00:00:00+00:00,16.553787
2007-08-19 00:00:00+00:00,19.070393
2007-08-20 00:00:00+00:00,22.328936
2007-08-21 00:00:00+00:00,24.96067
2007-08-22 00:00:00+00:00,25.373709
2007-08-23 00:00:00+00:00,24.679237
2007-08-24 00:00:00+00:00,26.077324
2007-08-25 00:00:00+00:00,25.345854
2007-08-26 00:00:00+00:00,22.773209
2007-08-27 00:00:00+00:00,19.935705
2007-08-28 00:00:00+00:00,16.480976
2007-08-29 00:00:00+00:00,13.243464
2007-08-30 00:00:00+00:00,12.706303
2007-08-31 00:00:00+00:00,17.865875
2007-09-01 00:00:00+00:00,20.767694
2007-09-02 00:00:00+00:00,29.39939
2007-09-03 00:00:00+00:00,32.9962
2007-09-04 00:00:00+00:00,52.431503
2007-09-05 00:00:00+00:00,44.582813
2007-09-06 00:00:00+00:00,31.252653
2007-09-07 00:00:00+00:00,24.084843
2007-09-08 00:00:00+00:00,25.001923
2007-09-09 00:00:00+00:00,28.986303
2007-09-10 00:00:00+00:00,24.53006
2007-09-11 00:00:00+00:00,17.54977
2007-09-12 00:00:00+00:00,19.448019
2007-09-13 00:00:00+00:00,24.012972
2007-09-14 00:00:00+00:00,33.39669
2007-09-15 00:00:00+00:00,31.604073
2007-09-16 00:00:00+00:00,36.150032
2007-09-17 00:00:00+00:00,34.39222
2007-09-18 00:00:00+00:00,27.59083
2007-09-19 00:00:00+00:00,21.914001
2007-09-20 00:00:00+00:00,21.356195
2007-09-21 00:00:00+00:00,18.579533
2007-09-22 00:00:00+00:00,16.825306
