time,relhumid-max_day_CNRM-CM5_rcp85
2007-02-20 00:00:00+00:00,98.562256
2007-02-21 00:00:00+00:00,90.1393
2007-02-22 00:00:00+00:00,91.55663
2007-02-23 00:00:00+00:00,91.006645
2007-02-24 00:00:00+00:00,90.72522
2007-02-25 00:00:00+00:00,77.91203
2007-02-26 00:00:00+00:00,88.49515
2007-02-27 00:00:00+00:00,87.05622
2007-02-28 00:00:00+00:00,87.177635
2007-03-01 00:00:00+00:00,87.2569
2007-03-02 00:00:00+00:00,80.68888
2007-03-03 00:00:00+00:00,86.041214
2007-03-04 00:00:00+00:00,77.19724
2007-03-05 00:00:00+00:00,67.7796
2007-03-06 00:00:00+00:00,61.25513
2007-03-07 00:00:00+00:00,74.51014
2007-03-08 00:00:00+00:00,95.809784
2007-03-09 00:00:00+00:00,95.163376
2007-03-10 00:00:00+00:00,94.89038
2007-03-11 00:00:00+00:00,97.58358
2007-03-12 00:00:00+00:00,99.78198
2007-03-13 00:00:00+00:00,99.38692
2007-03-14 00:00:00+00:00,97.40644
2007-03-15 00:00:00+00:00,90.72795
2007-03-16 00:00:00+00:00,99.33316
2007-03-17 00:00:00+00:00,96.67314
2007-03-18 00:00:00+00:00,95.33486
2007-03-19 00:00:00+00:00,96.15421
2007-03-20 00:00:00+00:00,76.187035
2007-03-21 00:00:00+00:00,95.92244
2007-03-22 00:00:00+00:00,96.86542
2007-03-23 00:00:00+00:00,88.596016
2007-03-24 00:00:00+00:00,80.2042
2007-03-25 00:00:00+00:00,83.49362
2007-03-26 00:00:00+00:00,86.245056
2007-03-27 00:00:00+00:00,76.88759
2007-03-28 00:00:00+00:00,74.68217
2007-03-29 00:00:00+00:00,80.46646
2007-03-30 00:00:00+00:00,75.834625
2007-03-31 00:00:00+00:00,90.43144
2007-04-01 00:00:00+00:00,99.43752
2007-04-02 00:00:00+00:00,89.62045
2007-04-03 00:00:00+00:00,95.09674
2007-04-04 00:00:00+00:00,95.54813
2007-04-05 00:00:00+00:00,99.24724
2007-04-06 00:00:00+00:00,93.17232
2007-04-07 00:00:00+00:00,92.167015
2007-04-08 00:00:00+00:00,97.859886
2007-04-09 00:00:00+00:00,95.089096
2007-04-10 00:00:00+00:00,97.75047
2007-04-11 00:00:00+00:00,95.28269
2007-04-12 00:00:00+00:00,95.575645
2007-04-13 00:00:00+00:00,85.43907
2007-04-14 00:00:00+00:00,84.79704
2007-04-15 00:00:00+00:00,78.79555
2007-04-16 00:00:00+00:00,80.16705
2007-04-17 00:00:00+00:00,79.21691
2007-04-18 00:00:00+00:00,78.814804
2007-04-19 00:00:00+00:00,79.1959
2007-04-20 00:00:00+00:00,71.83507
2007-04-21 00:00:00+00:00,70.15514
2007-04-22 00:00:00+00:00,78.67096
2007-04-23 00:00:00+00:00,80.00897
2007-04-24 00:00:00+00:00,83.01025
2007-04-25 00:00:00+00:00,82.7958
2007-04-26 00:00:00+00:00,85.94223
2007-04-27 00:00:00+00:00,85.25678
2007-04-28 00:00:00+00:00,88.913536
2007-04-29 00:00:00+00:00,82.13467
2007-04-30 00:00:00+00:00,86.207146
2007-05-01 00:00:00+00:00,78.437004
2007-05-02 00:00:00+00:00,71.21195
2007-05-03 00:00:00+00:00,51.35553
2007-05-04 00:00:00+00:00,61.919147
2007-05-05 00:00:00+00:00,78.71922
2007-05-06 00:00:00+00:00,80.25284
2007-05-07 00:00:00+00:00,75.68666
2007-05-08 00:00:00+00:00,85.88248
2007-05-09 00:00:00+00:00,86.84525
2007-05-10 00:00:00+00:00,75.982
2007-05-11 00:00:00+00:00,72.60456
2007-05-12 00:00:00+00:00,67.13087
2007-05-13 00:00:00+00:00,61.452023
2007-05-14 00:00:00+00:00,62.213043
2007-05-15 00:00:00+00:00,70.30407
2007-05-16 00:00:00+00:00,84.121124
2007-05-17 00:00:00+00:00,94.80271
2007-05-18 00:00:00+00:00,75.61844
