type	latitude	longitude	altitude (m)	name
W	39.632807124	-124.168781990	0.0	4788
W	39.632807124	-124.098781990	0.0	4789
W	39.632807124	-124.028781990	0.0	4790
W	39.632807124	-123.958781990	0.0	4791
W	39.632807124	-123.888781990	0.0	4792
W	39.632807124	-123.818781990	0.0	4793
W	39.632807124	-123.748781990	228.1	4794
W	39.632807124	-123.678781990	293.5	4795
W	39.632807124	-123.608781990	569.2	4796
W	39.632807124	-123.538781990	612.1	4797
W	39.632807124	-123.468781990	525.2	4798
W	39.632807124	-123.398781990	788.6	4799
W	39.632807124	-123.328781990	644.5	4800
W	39.632807124	-123.258781990	1217.2	4801
W	39.632807124	-123.188781990	702.1	4802
W	39.632807124	-123.118781990	444.4	4803
W	39.632807124	-123.048781990	1205.4	4804
W	39.632807124	-122.978781990	1770.2	4805
W	39.632807124	-122.908781990	1261.5	4806
W	39.632807124	-122.838781990	1500.2	4807
W	39.632807124	-122.768781990	1596.8	4808
W	39.632807124	-122.698781990	1247.9	4809
W	39.632807124	-122.628781990	792.3	4810
W	39.632807124	-122.558781990	259.5	4811
W	39.632807124	-122.488781990	282.4	4812
W	39.632807124	-122.418781990	195.9	4813
W	39.632807124	-122.348781990	140.3	4814
W	39.632807124	-122.278781990	79.8	4815
W	39.632807124	-122.208781990	52.8	4816
W	39.632807124	-122.138781990	50.2	4817
W	39.632807124	-122.068781990	42.2	4818
W	39.632807124	-121.998781990	37.2	4819
W	39.632807124	-121.928781990	34.5	4820
W	39.632807124	-121.858781990	42.0	4821
W	39.632807124	-121.788781990	45.3	4822
W	39.632807124	-121.718781990	49.5	4823
W	39.632807124	-121.648781990	96.3	4824
W	39.632807124	-121.578781990	206.6	4825
W	39.632807124	-121.508781990	464.4	4826
W	39.632807124	-121.438781990	610.9	4827
W	39.632807124	-121.368781990	691.0	4828
W	39.632807124	-121.298781990	790.2	4829
W	39.632807124	-121.228781990	1128.1	4830
W	39.632807124	-121.158781990	1179.2	4831
W	39.632807124	-121.088781990	1207.2	4832
W	39.632807124	-121.018781990	1203.6	4833
W	39.632807124	-120.948781990	1378.9	4834
W	39.632807124	-120.878781990	1625.6	4835
W	39.632807124	-120.808781990	1713.3	4836
W	39.632807124	-120.738781990	1875.2	4837
W	39.632807124	-120.668781990	2246.3	4838
W	39.632807124	-120.598781990	1864.7	4839
W	39.632807124	-120.528781990	1914.8	4840
W	39.632807124	-120.458781990	1727.9	4841
W	39.632807124	-120.388781990	1496.2	4842
W	39.632807124	-120.318781990	1840.2	4843
W	39.632807124	-120.248781990	1745.3	4844
W	39.632807124	-120.178781990	1782.4	4845
W	39.632807124	-120.108781990	2160.6	4846
W	39.632807124	-120.038781990	1793.9	4847
W	39.632807124	-119.968781990	1629.5	4848
W	39.632807124	-119.898781990	1535.9	4849
W	39.632807124	-119.828781990	1574.9	4850
W	39.632807124	-119.758781990	1567.8	4851
W	39.632807124	-119.688781990	1372.5	4852
W	39.632807124	-119.618781990	1806.0	4853
W	39.632807124	-119.548781990	1998.9	4854
W	39.632807124	-119.478781990	2187.3	4855
W	39.632807124	-119.408781990	1555.7	4856
W	39.632807124	-119.338781990	1318.1	4857
W	39.632807124	-119.268781990	1271.5	4858
W	39.632807124	-119.198781990	1335.4	4859
W	39.632807124	-119.128781990	1225.1	4860
W	39.632807124	-119.058781990	1464.1	4861
W	39.632807124	-118.988781990	1261.6	4862
W	39.632807124	-118.918781990	1208.6	4863
W	39.632807124	-118.848781990	1197.6	4864
W	39.632807124	-118.778781990	1200.8	4865
W	39.632807124	-118.708781990	1189.4	4866
W	39.632807124	-118.638781990	1184.9	4867
W	39.632807124	-118.568781990	1185.4	4868
W	39.632807124	-118.498781990	1181.8	4869
W	39.632807124	-118.428781990	1181.1	4870
W	39.632807124	-118.358781990	1195.6	4871
W	39.632807124	-118.288781990	1506.4	4872
W	39.632807124	-118.218781990	1927.7	4873
W	39.632807124	-118.148781990	1078.3	4874
W	39.632807124	-118.078781990	1071.9	4875
W	39.632807124	-118.008781990	1274.3	4876
W	39.632807124	-117.938781990	2024.9	4877
W	39.632807124	-117.868781990	2066.9	4878
W	39.632807124	-117.798781990	2109.6	4879
W	39.632807124	-117.728781990	1591.4	4880
W	39.632807124	-117.658781990	1555.3	4881
W	39.632807124	-117.588781990	1575.3	4882
W	39.632807124	-117.518781990	1906.9	4883
W	39.632807124	-117.448781990	2259.1	4884
W	39.632807124	-117.378781990	2027.3	4885
W	39.632807124	-117.308781990	1919.6	4886
W	39.632807124	-117.238781990	1814.3	4887
W	39.632807124	-117.168781990	1720.3	4888
W	39.632807124	-117.098781990	1884.4	4889
W	39.632807124	-117.028781990	2126.3	4890
W	39.632807124	-116.958781990	2514.4	4891
W	39.632807124	-116.888781990	2026.5	4892
W	39.632807124	-116.818781990	1948.0	4893
W	39.632807124	-116.748781990	2130.5	4894
W	39.632807124	-116.678781990	2316.7	4895
W	39.632807124	-116.608781990	2234.6	4896
W	39.632807124	-116.538781990	1893.9	4897
W	39.632807124	-116.468781990	1880.2	4898
W	39.632807124	-116.398781990	1871.9	4899
W	39.632807124	-116.328781990	1872.1	4900
W	39.632807124	-116.258781990	1874.7	4901
W	39.632807124	-116.188781990	1855.3	4902
W	39.632807124	-116.118781990	2005.2	4903
W	39.632807124	-116.048781990	1817.1	4904
W	39.632807124	-115.978781990	1808.6	4905
W	39.632807124	-115.908781990	1868.4	4906
W	39.632807124	-115.838781990	2309.6	4907
W	39.632807124	-115.768781990	1787.0	4908
W	39.632807124	-115.698781990	1783.1	4909
W	39.632807124	-115.628781990	2304.1	4910
W	39.632807124	-115.558781990	2114.3	4911
W	39.632807124	-115.488781990	1881.9	4912
W	39.632807124	-115.418781990	1864.9	4913
W	39.632807124	-115.348781990	1948.6	4914
W	39.632807124	-115.278781990	2300.7	4915
W	39.632807124	-115.208781990	2106.4	4916
W	39.632807124	-115.138781990	1929.4	4917
W	39.632807124	-115.068781990	1907.5	4918
W	39.632807124	-114.998781990	2037.2	4919
W	39.632807124	-114.928781990	2347.7	4920
W	39.632807124	-114.858781990	1941.8	4921
W	39.632807124	-114.788781990	1824.0	4922
W	39.632807124	-114.718781990	1995.5	4923
W	39.632807124	-114.648781990	2706.7	4924
W	39.632807124	-114.578781990	2454.9	4925
W	39.632807124	-114.508781990	1778.2	4926
W	39.632807124	-114.438781990	1776.4	4927
W	39.632807124	-114.368781990	1936.0	4928
W	39.632807124	-114.298781990	1955.5	4929
W	39.632807124	-114.228781990	2122.2	4930
W	39.562807124	-124.308781990	0.0	4931
W	39.562807124	-124.238781990	0.0	4932
W	39.562807124	-124.168781990	0.0	4933
W	39.562807124	-124.098781990	0.0	4934
W	39.562807124	-124.028781990	0.0	4935
W	39.562807124	-123.958781990	0.0	4936
W	39.562807124	-123.888781990	0.0	4937
W	39.562807124	-123.818781990	0.0	4938
W	39.562807124	-123.748781990	120.6	4939
W	39.562807124	-123.678781990	239.7	4940
W	39.562807124	-123.608781990	369.2	4941
W	39.562807124	-123.538781990	685.9	4942
W	39.562807124	-123.468781990	696.2	4943
W	39.562807124	-123.398781990	440.9	4944
W	39.562807124	-123.328781990	763.6	4945
W	39.562807124	-123.258781990	519.3	4946
W	39.562807124	-123.188781990	1187.4	4947
W	39.562807124	-123.118781990	1005.6	4948
W	39.562807124	-123.048781990	672.7	4949
W	39.562807124	-122.978781990	1386.1	4950
W	39.562807124	-122.908781990	1218.6	4951
W	39.562807124	-122.838781990	1507.0	4952
W	39.562807124	-122.768781990	1088.2	4953
W	39.562807124	-122.698781990	1328.4	4954
W	39.562807124	-122.628781990	748.4	4955
W	39.562807124	-122.558781990	262.9	4956
W	39.562807124	-122.488781990	331.7	4957
W	39.562807124	-122.418781990	224.8	4958
W	39.562807124	-122.348781990	126.2	4959
W	39.562807124	-122.278781990	56.8	4960
W	39.562807124	-122.208781990	43.8	4961
W	39.562807124	-122.138781990	41.2	4962
W	39.562807124	-122.068781990	32.8	4963
W	39.562807124	-121.998781990	30.9	4964
W	39.562807124	-121.928781990	32.1	4965
W	39.562807124	-121.858781990	32.0	4966
W	39.562807124	-121.788781990	35.9	4967
W	39.562807124	-121.718781990	42.1	4968
W	39.562807124	-121.648781990	46.5	4969
W	39.562807124	-121.578781990	141.5	4970
W	39.562807124	-121.508781990	266.8	4971
W	39.562807124	-121.438781990	244.5	4972
W	39.562807124	-121.368781990	528.6	4973
W	39.562807124	-121.298781990	544.7	4974
W	39.562807124	-121.228781990	939.9	4975
W	39.562807124	-121.158781990	1134.3	4976
W	39.562807124	-121.088781990	1091.0	4977
W	39.562807124	-121.018781990	891.8	4978
W	39.562807124	-120.948781990	1347.3	4979
W	39.562807124	-120.878781990	913.3	4980
W	39.562807124	-120.808781990	1106.8	4981
W	39.562807124	-120.738781990	1257.7	4982
W	39.562807124	-120.668781990	1336.1	4983
W	39.562807124	-120.598781990	1517.5	4984
W	39.562807124	-120.528781990	2051.3	4985
W	39.562807124	-120.458781990	2298.2	4986
W	39.562807124	-120.388781990	1627.8	4987
W	39.562807124	-120.318781990	1742.5	4988
W	39.562807124	-120.248781990	1960.8	4989
W	39.562807124	-120.178781990	2258.0	4990
W	39.562807124	-120.108781990	2149.7	4991
W	39.562807124	-120.038781990	1756.5	4992
W	39.562807124	-119.968781990	1987.7	4993
W	39.562807124	-119.898781990	1938.7	4994
W	39.562807124	-119.828781990	1481.0	4995
W	39.562807124	-119.758781990	1419.8	4996
W	39.562807124	-119.688781990	1435.3	4997
W	39.562807124	-119.618781990	1646.0	4998
W	39.562807124	-119.548781990	1305.5	4999
W	39.562807124	-119.478781990	1323.6	5000
W	39.562807124	-119.408781990	1535.6	5001
W	39.562807124	-119.338781990	1732.4	5002
W	39.562807124	-119.268781990	1360.1	5003
W	39.562807124	-119.198781990	1392.9	5004
W	39.562807124	-119.128781990	1354.1	5005
W	39.562807124	-119.058781990	1226.4	5006
W	39.562807124	-118.988781990	1219.5	5007
W	39.562807124	-118.918781990	1222.1	5008
W	39.562807124	-118.848781990	1212.5	5009
W	39.562807124	-118.778781990	1208.8	5010
W	39.562807124	-118.708781990	1196.8	5011
W	39.562807124	-118.638781990	1190.7	5012
W	39.562807124	-118.568781990	1185.6	5013
W	39.562807124	-118.498781990	1185.1	5014
W	39.562807124	-118.428781990	1194.4	5015
W	39.562807124	-118.358781990	1642.3	5016
W	39.562807124	-118.288781990	2064.3	5017
W	39.562807124	-118.218781990	1981.7	5018
W	39.562807124	-118.148781990	1116.8	5019
W	39.562807124	-118.078781990	1173.1	5020
W	39.562807124	-118.008781990	1489.4	5021
W	39.562807124	-117.938781990	2535.2	5022
W	39.562807124	-117.868781990	2251.0	5023
W	39.562807124	-117.798781990	1622.9	5024
W	39.562807124	-117.728781990	1564.9	5025
W	39.562807124	-117.658781990	1573.3	5026
W	39.562807124	-117.588781990	1702.4	5027
W	39.562807124	-117.518781990	1936.2	5028
W	39.562807124	-117.448781990	1961.5	5029
W	39.562807124	-117.378781990	1967.2	5030
W	39.562807124	-117.308781990	2015.1	5031
W	39.562807124	-117.238781990	1862.3	5032
W	39.562807124	-117.168781990	1863.4	5033
W	39.562807124	-117.098781990	1817.9	5034
W	39.562807124	-117.028781990	2388.2	5035
W	39.562807124	-116.958781990	2059.8	5036
W	39.562807124	-116.888781990	2096.9	5037
W	39.562807124	-116.818781990	2066.2	5038
W	39.562807124	-116.748781990	2615.7	5039
W	39.562807124	-116.678781990	2197.0	5040
W	39.562807124	-116.608781990	1921.3	5041
W	39.562807124	-116.538781990	1903.3	5042
W	39.562807124	-116.468781990	1876.0	5043
W	39.562807124	-116.398781990	1873.5	5044
W	39.562807124	-116.328781990	1856.2	5045
W	39.562807124	-116.258781990	1917.2	5046
W	39.562807124	-116.188781990	1911.9	5047
W	39.562807124	-116.118781990	2037.0	5048
W	39.562807124	-116.048781990	1844.7	5049
W	39.562807124	-115.978781990	1879.5	5050
W	39.562807124	-115.908781990	2011.8	5051
W	39.562807124	-115.838781990	2555.7	5052
W	39.562807124	-115.768781990	1807.5	5053
W	39.562807124	-115.698781990	1787.3	5054
W	39.562807124	-115.628781990	1799.4	5055
W	39.562807124	-115.558781990	1868.7	5056
W	39.562807124	-115.488781990	1958.4	5057
W	39.562807124	-115.418781990	1905.4	5058
W	39.562807124	-115.348781990	1932.3	5059
W	39.562807124	-115.278781990	2051.7	5060
W	39.562807124	-115.208781990	2103.2	5061
W	39.562807124	-115.138781990	1974.1	5062
W	39.562807124	-115.068781990	1924.4	5063
W	39.562807124	-114.998781990	1983.2	5064
W	39.562807124	-114.928781990	2023.8	5065
W	39.562807124	-114.858781990	1824.2	5066
W	39.562807124	-114.788781990	1845.9	5067
W	39.562807124	-114.718781990	2100.6	5068
W	39.562807124	-114.648781990	2769.6	5069
W	39.562807124	-114.578781990	2286.9	5070
W	39.562807124	-114.508781990	1752.7	5071
W	39.562807124	-114.438781990	1733.1	5072
W	39.562807124	-114.368781990	1755.1	5073
W	39.562807124	-114.298781990	1905.8	5074
W	39.562807124	-114.228781990	2119.1	5075
W	39.492807124	-124.308781990	0.0	5076
W	39.492807124	-124.238781990	0.0	5077
W	39.492807124	-124.168781990	0.0	5078
W	39.492807124	-124.098781990	0.0	5079
W	39.492807124	-124.028781990	0.0	5080
W	39.492807124	-123.958781990	0.0	5081
W	39.492807124	-123.888781990	0.0	5082
W	39.492807124	-123.818781990	0.0	5083
W	39.492807124	-123.748781990	125.1	5084
W	39.492807124	-123.678781990	169.5	5085
W	39.492807124	-123.608781990	162.0	5086
W	39.492807124	-123.538781990	433.9	5087
W	39.492807124	-123.468781990	564.0	5088
W	39.492807124	-123.398781990	617.9	5089
W	39.492807124	-123.328781990	716.6	5090
W	39.492807124	-123.258781990	759.3	5091
W	39.492807124	-123.188781990	418.5	5092
W	39.492807124	-123.118781990	831.9	5093
W	39.492807124	-123.048781990	1484.0	5094
W	39.492807124	-122.978781990	919.5	5095
W	39.492807124	-122.908781990	1051.2	5096
W	39.492807124	-122.838781990	1209.4	5097
W	39.492807124	-122.768781990	1581.6	5098
W	39.492807124	-122.698781990	1341.1	5099
W	39.492807124	-122.628781990	662.1	5100
W	39.492807124	-122.558781990	372.0	5101
W	39.492807124	-122.488781990	386.0	5102
W	39.492807124	-122.418781990	226.5	5103
W	39.492807124	-122.348781990	177.2	5104
W	39.492807124	-122.278781990	53.6	5105
W	39.492807124	-122.208781990	37.4	5106
W	39.492807124	-122.138781990	32.3	5107
W	39.492807124	-122.068781990	26.6	5108
W	39.492807124	-121.998781990	27.2	5109
W	39.492807124	-121.928781990	26.0	5110
W	39.492807124	-121.858781990	26.4	5111
W	39.492807124	-121.788781990	29.4	5112
W	39.492807124	-121.718781990	33.1	5113
W	39.492807124	-121.648781990	46.8	5114
W	39.492807124	-121.578781990	39.8	5115
W	39.492807124	-121.508781990	128.7	5116
W	39.492807124	-121.438781990	364.0	5117
W	39.492807124	-121.368781990	568.2	5118
W	39.492807124	-121.298781990	931.3	5119
W	39.492807124	-121.228781990	774.9	5120
W	39.492807124	-121.158781990	922.0	5121
W	39.492807124	-121.088781990	976.7	5122
W	39.492807124	-121.018781990	1012.2	5123
W	39.492807124	-120.948781990	1338.3	5124
W	39.492807124	-120.878781990	1490.5	5125
W	39.492807124	-120.808781990	1396.1	5126
W	39.492807124	-120.738781990	1780.6	5127
W	39.492807124	-120.668781990	1742.3	5128
W	39.492807124	-120.598781990	2083.2	5129
W	39.492807124	-120.528781990	1875.6	5130
W	39.492807124	-120.458781990	2168.2	5131
W	39.492807124	-120.388781990	2221.9	5132
W	39.492807124	-120.318781990	1999.6	5133
W	39.492807124	-120.248781990	1905.6	5134
W	39.492807124	-120.178781990	2072.0	5135
W	39.492807124	-120.108781990	1829.6	5136
W	39.492807124	-120.038781990	2280.1	5137
W	39.492807124	-119.968781990	1772.3	5138
W	39.492807124	-119.898781990	1583.2	5139
W	39.492807124	-119.828781990	1429.6	5140
W	39.492807124	-119.758781990	1340.9	5141
W	39.492807124	-119.688781990	1654.2	5142
W	39.492807124	-119.618781990	1419.6	5143
W	39.492807124	-119.548781990	1949.6	5144
W	39.492807124	-119.478781990	1690.5	5145
W	39.492807124	-119.408781990	1634.4	5146
W	39.492807124	-119.338781990	2107.1	5147
W	39.492807124	-119.268781990	1664.4	5148
W	39.492807124	-119.198781990	1422.7	5149
W	39.492807124	-119.128781990	1437.4	5150
W	39.492807124	-119.058781990	1289.7	5151
W	39.492807124	-118.988781990	1229.2	5152
W	39.492807124	-118.918781990	1228.0	5153
W	39.492807124	-118.848781990	1214.9	5154
W	39.492807124	-118.778781990	1207.9	5155
W	39.492807124	-118.708781990	1203.1	5156
W	39.492807124	-118.638781990	1194.8	5157
W	39.492807124	-118.568781990	1195.1	5158
W	39.492807124	-118.498781990	1197.7	5159
W	39.492807124	-118.428781990	1415.7	5160
W	39.492807124	-118.358781990	1687.5	5161
W	39.492807124	-118.288781990	2100.9	5162
W	39.492807124	-118.218781990	1526.2	5163
W	39.492807124	-118.148781990	1165.5	5164
W	39.492807124	-118.078781990	1486.0	5165
W	39.492807124	-118.008781990	1811.0	5166
W	39.492807124	-117.938781990	2309.3	5167
W	39.492807124	-117.868781990	1909.1	5168
W	39.492807124	-117.798781990	1601.5	5169
W	39.492807124	-117.728781990	1662.0	5170
W	39.492807124	-117.658781990	1955.4	5171
W	39.492807124	-117.588781990	2330.8	5172
W	39.492807124	-117.518781990	1899.6	5173
W	39.492807124	-117.448781990	1905.5	5174
W	39.492807124	-117.378781990	2127.0	5175
W	39.492807124	-117.308781990	1865.2	5176
W	39.492807124	-117.238781990	1756.9	5177
W	39.492807124	-117.168781990	1740.3	5178
W	39.492807124	-117.098781990	1854.0	5179
W	39.492807124	-117.028781990	2239.9	5180
W	39.492807124	-116.958781990	2075.0	5181
W	39.492807124	-116.888781990	1889.4	5182
W	39.492807124	-116.818781990	1951.7	5183
W	39.492807124	-116.748781990	2074.2	5184
W	39.492807124	-116.678781990	1914.0	5185
W	39.492807124	-116.608781990	1900.7	5186
W	39.492807124	-116.538781990	1908.7	5187
W	39.492807124	-116.468781990	1941.1	5188
W	39.492807124	-116.398781990	1926.8	5189
W	39.492807124	-116.328781990	1864.8	5190
W	39.492807124	-116.258781990	1878.7	5191
W	39.492807124	-116.188781990	2004.4	5192
W	39.492807124	-116.118781990	2384.7	5193
W	39.492807124	-116.048781990	2245.6	5194
W	39.492807124	-115.978781990	2241.8	5195
W	39.492807124	-115.908781990	2192.4	5196
W	39.492807124	-115.838781990	2251.2	5197
W	39.492807124	-115.768781990	1796.4	5198
W	39.492807124	-115.698781990	1800.5	5199
W	39.492807124	-115.628781990	1824.7	5200
W	39.492807124	-115.558781990	1897.2	5201
W	39.492807124	-115.488781990	2117.8	5202
W	39.492807124	-115.418781990	2024.5	5203
W	39.492807124	-115.348781990	2013.2	5204
W	39.492807124	-115.278781990	2251.5	5205
W	39.492807124	-115.208781990	2195.6	5206
W	39.492807124	-115.138781990	2132.4	5207
W	39.492807124	-115.068781990	2065.6	5208
W	39.492807124	-114.998781990	2270.9	5209
W	39.492807124	-114.928781990	1954.1	5210
W	39.492807124	-114.858781990	1845.0	5211
W	39.492807124	-114.788781990	1895.5	5212
W	39.492807124	-114.718781990	2147.0	5213
W	39.492807124	-114.648781990	2363.1	5214
W	39.492807124	-114.578781990	2691.4	5215
W	39.492807124	-114.508781990	1743.2	5216
W	39.492807124	-114.438781990	1706.4	5217
W	39.492807124	-114.368781990	1769.3	5218
W	39.492807124	-114.298781990	2731.7	5219
W	39.492807124	-114.228781990	2409.9	5220
W	39.422807124	-124.308781990	0.0	5221
W	39.422807124	-124.238781990	0.0	5222
W	39.422807124	-124.168781990	0.0	5223
W	39.422807124	-124.098781990	0.0	5224
W	39.422807124	-124.028781990	0.0	5225
W	39.422807124	-123.958781990	0.0	5226
W	39.422807124	-123.888781990	0.0	5227
W	39.422807124	-123.818781990	0.0	5228
W	39.422807124	-123.748781990	181.5	5229
W	39.422807124	-123.678781990	93.9	5230
W	39.422807124	-123.608781990	144.8	5231
W	39.422807124	-123.538781990	106.1	5232
W	39.422807124	-123.468781990	273.8	5233
W	39.422807124	-123.398781990	604.6	5234
W	39.422807124	-123.328781990	408.9	5235
W	39.422807124	-123.258781990	742.9	5236
W	39.422807124	-123.188781990	524.2	5237
W	39.422807124	-123.118781990	646.0	5238
W	39.422807124	-123.048781990	1011.9	5239
W	39.422807124	-122.978781990	535.2	5240
W	39.422807124	-122.908781990	641.8	5241
W	39.422807124	-122.838781990	1012.1	5242
W	39.422807124	-122.768781990	1388.5	5243
W	39.422807124	-122.698781990	1633.5	5244
W	39.422807124	-122.628781990	742.3	5245
W	39.422807124	-122.558781990	362.5	5246
W	39.422807124	-122.488781990	333.8	5247
W	39.422807124	-122.418781990	466.6	5248
W	39.422807124	-122.348781990	98.0	5249
W	39.422807124	-122.278781990	45.9	5250
W	39.422807124	-122.208781990	33.3	5251
W	39.422807124	-122.138781990	25.7	5252
W	39.422807124	-122.068781990	23.2	5253
W	39.422807124	-121.998781990	23.6	5254
W	39.422807124	-121.928781990	22.8	5255
W	39.422807124	-121.858781990	22.5	5256
W	39.422807124	-121.788781990	25.1	5257
W	39.422807124	-121.718781990	28.0	5258
W	39.422807124	-121.648781990	33.1	5259
W	39.422807124	-121.578781990	37.8	5260
W	39.422807124	-121.508781990	95.4	5261
W	39.422807124	-121.438781990	129.6	5262
W	39.422807124	-121.368781990	366.1	5263
W	39.422807124	-121.298781990	691.1	5264
W	39.422807124	-121.228781990	722.8	5265
W	39.422807124	-121.158781990	627.6	5266
W	39.422807124	-121.088781990	668.9	5267
W	39.422807124	-121.018781990	999.9	5268
W	39.422807124	-120.948781990	862.8	5269
W	39.422807124	-120.878781990	1177.1	5270
W	39.422807124	-120.808781990	1373.3	5271
W	39.422807124	-120.738781990	1615.1	5272
W	39.422807124	-120.668781990	1820.0	5273
W	39.422807124	-120.598781990	2100.2	5274
W	39.422807124	-120.528781990	2124.2	5275
W	39.422807124	-120.458781990	2302.1	5276
W	39.422807124	-120.388781990	2444.2	5277
W	39.422807124	-120.318781990	2459.2	5278
W	39.422807124	-120.248781990	2020.1	5279
W	39.422807124	-120.178781990	1926.5	5280
W	39.422807124	-120.108781990	1722.1	5281
W	39.422807124	-120.038781990	1714.8	5282
W	39.422807124	-119.968781990	2571.8	5283
W	39.422807124	-119.898781990	2571.1	5284
W	39.422807124	-119.828781990	1635.8	5285
W	39.422807124	-119.758781990	1381.9	5286
W	39.422807124	-119.688781990	1749.5	5287
W	39.422807124	-119.618781990	1753.6	5288
W	39.422807124	-119.548781990	1860.4	5289
W	39.422807124	-119.478781990	2014.5	5290
W	39.422807124	-119.408781990	1723.5	5291
W	39.422807124	-119.338781990	1450.2	5292
W	39.422807124	-119.268781990	1389.9	5293
W	39.422807124	-119.198781990	1271.0	5294
W	39.422807124	-119.128781990	1445.7	5295
W	39.422807124	-119.058781990	1298.5	5296
W	39.422807124	-118.988781990	1312.8	5297
W	39.422807124	-118.918781990	1217.5	5298
W	39.422807124	-118.848781990	1212.0	5299
W	39.422807124	-118.778781990	1206.2	5300
W	39.422807124	-118.708781990	1199.0	5301
W	39.422807124	-118.638781990	1196.9	5302
W	39.422807124	-118.568781990	1268.7	5303
W	39.422807124	-118.498781990	1314.2	5304
W	39.422807124	-118.428781990	1513.9	5305
W	39.422807124	-118.358781990	1744.8	5306
W	39.422807124	-118.288781990	1634.7	5307
W	39.422807124	-118.218781990	1416.1	5308
W	39.422807124	-118.148781990	1223.7	5309
W	39.422807124	-118.078781990	1818.6	5310
W	39.422807124	-118.008781990	1792.9	5311
W	39.422807124	-117.938781990	1849.9	5312
W	39.422807124	-117.868781990	1676.8	5313
W	39.422807124	-117.798781990	2053.2	5314
W	39.422807124	-117.728781990	2150.0	5315
W	39.422807124	-117.658781990	2569.8	5316
W	39.422807124	-117.588781990	1978.5	5317
W	39.422807124	-117.518781990	1865.9	5318
W	39.422807124	-117.448781990	1864.2	5319
W	39.422807124	-117.378781990	2152.3	5320
W	39.422807124	-117.308781990	1798.5	5321
W	39.422807124	-117.238781990	1756.3	5322
W	39.422807124	-117.168781990	1776.2	5323
W	39.422807124	-117.098781990	2435.7	5324
W	39.422807124	-117.028781990	2573.4	5325
W	39.422807124	-116.958781990	2012.5	5326
W	39.422807124	-116.888781990	1781.1	5327
W	39.422807124	-116.818781990	1920.5	5328
W	39.422807124	-116.748781990	1893.2	5329
W	39.422807124	-116.678781990	1923.6	5330
W	39.422807124	-116.608781990	1958.2	5331
W	39.422807124	-116.538781990	2084.2	5332
W	39.422807124	-116.468781990	2490.9	5333
W	39.422807124	-116.398781990	2061.7	5334
W	39.422807124	-116.328781990	1917.8	5335
W	39.422807124	-116.258781990	1900.2	5336
W	39.422807124	-116.188781990	2029.9	5337
W	39.422807124	-116.118781990	2294.9	5338
W	39.422807124	-116.048781990	2519.7	5339
W	39.422807124	-115.978781990	2266.0	5340
W	39.422807124	-115.908781990	2262.4	5341
W	39.422807124	-115.838781990	1907.6	5342
W	39.422807124	-115.768781990	1807.6	5343
W	39.422807124	-115.698781990	1983.5	5344
W	39.422807124	-115.628781990	1866.7	5345
W	39.422807124	-115.558781990	1953.1	5346
W	39.422807124	-115.488781990	2333.1	5347
W	39.422807124	-115.418781990	2146.4	5348
W	39.422807124	-115.348781990	2122.6	5349
W	39.422807124	-115.278781990	1953.9	5350
W	39.422807124	-115.208781990	1988.4	5351
W	39.422807124	-115.138781990	2168.5	5352
W	39.422807124	-115.068781990	2441.0	5353
W	39.422807124	-114.998781990	2249.6	5354
W	39.422807124	-114.928781990	2482.8	5355
W	39.422807124	-114.858781990	2146.4	5356
W	39.422807124	-114.788781990	1865.4	5357
W	39.422807124	-114.718781990	2102.5	5358
W	39.422807124	-114.648781990	2591.5	5359
W	39.422807124	-114.578781990	3053.5	5360
W	39.422807124	-114.508781990	1730.0	5361
W	39.422807124	-114.438781990	1694.9	5362
W	39.422807124	-114.368781990	1724.7	5363
W	39.422807124	-114.298781990	2535.2	5364
W	39.422807124	-114.228781990	2430.5	5365
W	39.352807124	-124.308781990	0.0	5366
W	39.352807124	-124.238781990	0.0	5367
W	39.352807124	-124.168781990	0.0	5368
W	39.352807124	-124.098781990	0.0	5369
W	39.352807124	-124.028781990	0.0	5370
W	39.352807124	-123.958781990	0.0	5371
W	39.352807124	-123.888781990	0.0	5372
W	39.352807124	-123.818781990	24.2	5373
W	39.352807124	-123.748781990	118.4	5374
W	39.352807124	-123.678781990	111.7	5375
W	39.352807124	-123.608781990	108.2	5376
W	39.352807124	-123.538781990	160.2	5377
W	39.352807124	-123.468781990	523.8	5378
W	39.352807124	-123.398781990	533.6	5379
W	39.352807124	-123.328781990	551.0	5380
W	39.352807124	-123.258781990	726.5	5381
W	39.352807124	-123.188781990	705.7	5382
W	39.352807124	-123.118781990	302.0	5383
W	39.352807124	-123.048781990	725.8	5384
W	39.352807124	-122.978781990	1084.7	5385
W	39.352807124	-122.908781990	723.5	5386
W	39.352807124	-122.838781990	764.7	5387
W	39.352807124	-122.768781990	1371.5	5388
W	39.352807124	-122.698781990	943.9	5389
W	39.352807124	-122.628781990	602.4	5390
W	39.352807124	-122.558781990	403.4	5391
W	39.352807124	-122.488781990	385.4	5392
W	39.352807124	-122.418781990	219.6	5393
W	39.352807124	-122.348781990	110.1	5394
W	39.352807124	-122.278781990	55.5	5395
W	39.352807124	-122.208781990	28.1	5396
W	39.352807124	-122.138781990	21.5	5397
W	39.352807124	-122.068781990	19.4	5398
W	39.352807124	-121.998781990	21.9	5399
W	39.352807124	-121.928781990	19.0	5400
W	39.352807124	-121.858781990	19.4	5401
W	39.352807124	-121.788781990	22.8	5402
W	39.352807124	-121.718781990	27.1	5403
